video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,Ugza8_uP2ICQU_-OO8B4AaABAg.AK8FVm30mQgAOkJIoa35cB,Ugza8_uP2ICQU_-OO8B4AaABAg,@DexterVaughn-qg3zf,UCyZYjqP_6AqoVYMbN8Y73BA,*LMAO KEEP BARKING 😃✨! THANKS FOR THE VIEWS BTW!*,en,2025-10-26T15:53:32Z,2025-10-26 11:53:32,0
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgxD5n6IMlfuevHTSat4AaABAg.AJnP56V6l7vAJwLW6nCjxy,UgxD5n6IMlfuevHTSat4AaABAg,@Jujubug5540,UCvCBqMRHVmhxMFwmIbKRppQ,I Hope LISA ♥ have a good time with The Hitmakers,en,2025-06-29T01:26:45Z,2025-06-28 21:26:45,6
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgxD5n6IMlfuevHTSat4AaABAg.AJnP56V6l7vAJxaO0JV9kS,UgxD5n6IMlfuevHTSat4AaABAg,@Sct3790,UCyW-zzCzv3IrrgB-kgQS6sw,@pirate-s9dI will watch her episode. At least her fans included me need to renew Netflix 😂.,en,2025-06-29T13:04:41Z,2025-06-29 09:04:41,3
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgxD5n6IMlfuevHTSat4AaABAg.AJnP56V6l7vALHFgu-q0RG,UgxD5n6IMlfuevHTSat4AaABAg,@yfaofficial07,UCskFUWtxspoKjwKQ3-04H-A,just watched it need another season,en,2025-08-01T10:10:37Z,2025-08-01 06:10:37,1
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgxD5n6IMlfuevHTSat4AaABAg.AJnP56V6l7vANPLFmMP_k-,UgxD5n6IMlfuevHTSat4AaABAg,@richestswiper,UCL75S446S8udor9pqOFVDXA,Your embarrassing yourself doesn’t even got a 100k views this show is for brain dead people like yourself with the IQ level of a 5th grader this isn’t entertaining at all,en,2025-09-23T06:35:55Z,2025-09-23 02:35:55,0
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgxD5n6IMlfuevHTSat4AaABAg.AJnP56V6l7vANPLJAfyNko,UgxD5n6IMlfuevHTSat4AaABAg,@richestswiper,UCL75S446S8udor9pqOFVDXA,@apichaipunna8408it’s not bc the show is brain rot get a life,en,2025-09-23T06:36:23Z,2025-09-23 02:36:23,0
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,Ugw4dv6Ev1jXJCVtETx4AaABAg.AJnP-zNVHQkAJnmW9kiMbX,Ugw4dv6Ev1jXJCVtETx4AaABAg,@amymonaghan7409,UCshGaopAY5APUp8yr8Vkk2g,what if it was a song that was already on her album but people didn’t notice or will it actually be a new song hopefully it’s a new song because if one of those producers/writers that   are on her album then it’s already been released and not sure what exactly what is going to happen I mean it looks like the main point is the producers and writers but I would feel bad for both them and Lisa if the song was already on her album and it took a while for people to understand her album like it literally took till Coachella for people to get it.,en,2025-06-25T17:38:15Z,2025-06-25 13:38:15,0
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgxzIvIW2sfi8gJNMQZ4AaABAg.AJnOhVCjTr9AJnPtCoib6q,UgxzIvIW2sfi8gJNMQZ4AaABAg,@jennie1996Kim,UCLCKv1dgkMCqvno8vz5ClFA,Definitely sound like Lisa ❤,ru-Latn,2025-06-25T14:11:49Z,2025-06-25 10:11:49,1
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,Ugx4W86QK_OKph4q-SF4AaABAg.AJnOdvCyyC8AJnmkh-BSNO,Ugx4W86QK_OKph4q-SF4AaABAg,@amymonaghan7409,UCshGaopAY5APUp8yr8Vkk2g,what if it was a song that was already on her album but people didn’t notice or will it actually be a new song hopefully it’s a new song because if one of those producers/writers that   are on her album then it’s already been released and not sure what exactly what is going to happen I mean it looks like the main point is the producers and writers but I would feel bad for both them and Lisa if the song was already on her album and it took a while for people to understand her album like it literally took till Coachella for people to get it.,en,2025-06-25T17:40:23Z,2025-06-25 13:40:23,0
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,Ugw-SXLwsaEndWxX1HR4AaABAg.AJnOAsOIOf8AJnV2Asw0-T,Ugw-SXLwsaEndWxX1HR4AaABAg,@Ajane_38,UCumPVPIhq0NvKbMZcCZr3zw,Me too,mi,2025-06-25T14:56:53Z,2025-06-25 10:56:53,5
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgzxeMpm2bkqvWUIk4Z4AaABAg.AJnMoJRjs_kAJnPqLGsZpE,UgzxeMpm2bkqvWUIk4Z4AaABAg,@jennie1996Kim,UCLCKv1dgkMCqvno8vz5ClFA,Can you hear Lisa’s singing?,en,2025-06-25T14:11:26Z,2025-06-25 10:11:26,1
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgzxeMpm2bkqvWUIk4Z4AaABAg.AJnMoJRjs_kAJp4fCHNMJ_,UgzxeMpm2bkqvWUIk4Z4AaABAg,@nikitapatil362,UCTG36RgDu_jcrKKu3_YXhUw,Thanks For Adding Time. where Lisa Showing .Bcoz I Saw Yesterday But Cant Find Out Lisa..I Thought They Showing Lisa Next Trailer Maybe..But I Just Saw Your Comment Now..Finally I Saw Lisa..Thanks..🤩🙂😊,en,2025-06-26T05:44:53Z,2025-06-26 01:44:53,1
KsrK9tdc250,Hitmakers | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-25T12:45:00Z,UgzBrU6APGQK7N3BYjJ4AaABAg.AJnLjgO3gBKAJnQ2eLJh8t,UgzBrU6APGQK7N3BYjJ4AaABAg,@jennie1996Kim,UCLCKv1dgkMCqvno8vz5ClFA,Are you an !d!0t or a h4ter?,en,2025-06-25T14:13:15Z,2025-06-25 10:13:15,0
