video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugz9TM4hfjt9GBk_kRh4AaABAg.AMDm7qxb9-eAOz33F6_hu9,Ugz9TM4hfjt9GBk_kRh4AaABAg,@jastizmarinas3317,UCgv0Drc4KzysEMdja_WrMoA,"he's about to be Wednesday's husband in the future, after all😳",en,2025-11-01T09:20:13Z,2025-11-01 05:20:13,3
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzIJfpQt-p-I61Tbwx4AaABAg.AIvEj8vAeAhAJ3zUDUYBqX,UgzIJfpQt-p-I61Tbwx4AaABAg,@jessicapearson7721,UC8bhRqAMpfykt06WL4pfZ8Q,Why should there be cleavage in a show about children going to school?,en,2025-06-07T13:27:17Z,2025-06-07 09:27:17,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugxt6djQWqmbAOC8CGx4AaABAg.AItM1Q1AWvxAItMAIHxjfW,Ugxt6djQWqmbAOC8CGx4AaABAg,@matthewp1177,UCjGuSSnyv3ox_sF2CRoANqA,Oh and stevie Knicks should perform,en,2025-06-03T01:03:23Z,2025-06-02 21:03:23,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgytH0D7uKjqt_zVCGF4AaABAg.AIp3PO_0GAbAJ5UkWEnDtj,UgytH0D7uKjqt_zVCGF4AaABAg,@joebenzz,UC9g8wBVIEcAo-b5CkohiXmQ,That was such a burn 🤣,NA,2025-06-08T03:28:30Z,2025-06-07 23:28:30,8
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgytH0D7uKjqt_zVCGF4AaABAg.AIp3PO_0GAbAL0d6fHmLoy,UgytH0D7uKjqt_zVCGF4AaABAg,@SydneyBarnhill,UCckTg1gHlRuDhGIb-_TwNkQ,One of the few things she couldn't forgive 🤣,en,2025-07-25T23:16:54Z,2025-07-25 19:16:54,3
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzCADmpo-Sp9tS_vSd4AaABAg.AIiD1TehoY9AJACdre86we,UgzCADmpo-Sp9tS_vSd4AaABAg,@Katelin2007,UCA0QzTpyY70tPoJ1cjSSqSg,Wenclair strikes again,gd,2025-06-09T23:26:31Z,2025-06-09 19:26:31,4
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzCADmpo-Sp9tS_vSd4AaABAg.AIiD1TehoY9AJrT1x6Zm1E,UgzCADmpo-Sp9tS_vSd4AaABAg,@Calicokat7,UCAsWK_fcI8gLhpfJ0YTwrSA,That is a really good observation.,en,2025-06-27T03:56:20Z,2025-06-26 23:56:20,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzCADmpo-Sp9tS_vSd4AaABAg.AIiD1TehoY9AL5hrOmp3zu,UgzCADmpo-Sp9tS_vSd4AaABAg,@opal_ediits,UCXZqp8N1WvvRG9DJLYhyI4g,"that’s a really good observation because you’re actually right, in the new trailer it shows her having a vision about enid dying",en,2025-07-27T22:34:34Z,2025-07-27 18:34:34,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy1UjPhkiwd4bjiTDd4AaABAg.AIeeTlcDHWuAIgH7XIMaEI,Ugy1UjPhkiwd4bjiTDd4AaABAg,@MR_CLEAN_FARTS,UCxyZURPww7GuQYJ5V8veKVA,I think they fired him😭,en,2025-05-28T23:09:12Z,2025-05-28 19:09:12,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgwN81UQBL7Hvrx4B7J4AaABAg.AIbmTMOHAxgAIgArb6CPXX,UgwN81UQBL7Hvrx4B7J4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,They didn't. Nowhere in season 1 do they dwell in that,en,2025-05-28T22:14:27Z,2025-05-28 18:14:27,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzH_6wlUN3XtqvxGxF4AaABAg.AIbfzPz3A2fAIgAvYDev61,UgzH_6wlUN3XtqvxGxF4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,Then why you here?,en,2025-05-28T22:15:00Z,2025-05-28 18:15:00,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzH_6wlUN3XtqvxGxF4AaABAg.AIbfzPz3A2fAIgHuXxVYFj,UgzH_6wlUN3XtqvxGxF4AaABAg,@nickcharles1284,UCpWrKcxwFoRKz3z9fed6nkA,@olg06 Talk to Youtube Algorithm.,NA,2025-05-28T23:16:01Z,2025-05-28 19:16:01,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxbwU-AZFoypVZpgiZ4AaABAg.AIbVrz946bEAKPoEfoZfzi,UgxbwU-AZFoypVZpgiZ4AaABAg,@lilsteff76,UC7tVy-TvQ0Rwha4i6Zz51VQ,No,es,2025-07-10T21:23:44Z,2025-07-10 17:23:44,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugxs9wosexAT_HrvP694AaABAg.AIaNyKCJQ0HAIb0M9Albi5,Ugxs9wosexAT_HrvP694AaABAg,@annabaked2954,UCQOEuVJYClJqgrI0RttySkQ,n0,af,2025-05-26T22:06:27Z,2025-05-26 18:06:27,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugw7FR9bdNHr65b6z6l4AaABAg.AIXJfoLHv3pAIXrPsKugrD,Ugw7FR9bdNHr65b6z6l4AaABAg,@ImMashimaro,UC6OIw3YiAdIKHI_jn9JOkyQ,"Have no idea who she is. But Pugsley looks so much like Raul Julia as the ""second"" Gomez.",en,2025-05-25T07:22:36Z,2025-05-25 03:22:36,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgwRUdo7CBnsg7JjBO94AaABAg.AIT4t2prDzZAL5iyAgLP1f,UgwRUdo7CBnsg7JjBO94AaABAg,@opal_ediits,UCXZqp8N1WvvRG9DJLYhyI4g,"No, they didn’t",en,2025-07-27T22:44:14Z,2025-07-27 18:44:14,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyyfrQHAjmX4o-iCE54AaABAg.AISAVUEek-1AIUiZ_-CshQ,UgyyfrQHAjmX4o-iCE54AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,Its a different actor,en,2025-05-24T02:07:34Z,2025-05-23 22:07:34,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyyfrQHAjmX4o-iCE54AaABAg.AISAVUEek-1AIUlmV3gMDT,UgyyfrQHAjmX4o-iCE54AaABAg,@HegedusViktor,UCYKQ5weF6aPgLm1ohEc2PMg,"No shit, Sherlock",ja-Latn,2025-05-24T02:35:41Z,2025-05-23 22:35:41,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyWNwrIJCqyxvpoX0h4AaABAg.AIRxcIiewTfAIUinxAJojW,UgyWNwrIJCqyxvpoX0h4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,I know right! They set the bar real high!,en,2025-05-24T02:09:40Z,2025-05-23 22:09:40,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy_nReJbKNwLm3Ud514AaABAg.AIR_MsBZ5mlAIRhBVfulpS,Ugy_nReJbKNwLm3Ud514AaABAg,@SteelRick,UCUGzrmNeHBojAHXVvhd-PlQ,"Johnny Depp? Bad choice. 
Guzman’s Gomez is more accurate to the comic version. He’s is suppose to be a fat short man.",en,2025-05-22T21:57:49Z,2025-05-22 17:57:49,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy_nReJbKNwLm3Ud514AaABAg.AIR_MsBZ5mlAIRhxWW9VIE,Ugy_nReJbKNwLm3Ud514AaABAg,@9melissal,UCGZprvEuc53M0-Gfdv3pFpg,​🤣,ja,2025-05-22T22:04:31Z,2025-05-22 18:04:31,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgywUDbVwEr-05HWfjx4AaABAg.AIRWeS8bA3qAIR_WfLlq8v,UgywUDbVwEr-05HWfjx4AaABAg,@9melissal,UCGZprvEuc53M0-Gfdv3pFpg,It's been about 3 years since the first season.,en,2025-05-22T20:50:48Z,2025-05-22 16:50:48,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgxZjPr04oehsu6lJGN4AaABAg.AIRJi3fUt9YAIR_in8kyIS,UgxZjPr04oehsu6lJGN4AaABAg,@9melissal,UCGZprvEuc53M0-Gfdv3pFpg,They already did. August 6th and the second half of the episodes September 3rd.,en,2025-05-22T20:52:36Z,2025-05-22 16:52:36,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgwL2wLL55wqyVnO5Il4AaABAg.AIRGw_lBPobAIR_nTIklek,UgwL2wLL55wqyVnO5Il4AaABAg,@9melissal,UCGZprvEuc53M0-Gfdv3pFpg,"Yep, and each half of the season a month apart.",NA,2025-05-22T20:53:14Z,2025-05-22 16:53:14,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzEObllnogyilp0iNp4AaABAg.AIRBKK0T17SAIRcgGc4mn2,UgzEObllnogyilp0iNp4AaABAg,@olg06,UCupqEyYqewTIZLWxVuBBv8A,That's Pugsly. Wednesday's brother,en,2025-05-22T21:18:28Z,2025-05-22 17:18:28,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgzPehMo4GYqL3GLZfh4AaABAg.AIR3elh3SlFAL9KZpZakKV,UgzPehMo4GYqL3GLZfh4AaABAg,@Nymphette_,UC6_CMWVqNdnKq0we2ZB7aGg,yess!!,ny,2025-07-29T08:19:17Z,2025-07-29 04:19:17,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugwd8IG8NkVGVONpJ394AaABAg.AIQxfnbwm1gAIROQPnSu2l,Ugwd8IG8NkVGVONpJ394AaABAg,@sophi7929,UChQ6vhyjiugcWvlt5UkNtQg,"unfortunately he was removed from the cast, on allegations from the internet… honestly seems like doxxing, netflix dropped him before any of it was legally disputed, and nothing became of the allegations",en,2025-05-22T19:05:06Z,2025-05-22 15:05:06,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugwd8IG8NkVGVONpJ394AaABAg.AIQxfnbwm1gAIRRjwYc1iI,Ugwd8IG8NkVGVONpJ394AaABAg,@Mary-t5b2l,UCeF6suTm0TERoL1OTv18H3Q,"@sophi7929 yep, allegations turned out to be just gossip and slander, but Percy bullies are real, and Netflix is afraid of them",en,2025-05-22T19:34:07Z,2025-05-22 15:34:07,1
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgwAHbrjeRVyAqgv0Ph4AaABAg.AIQvcMuSX8YAIRRlPBjQQ9,UgwAHbrjeRVyAqgv0Ph4AaABAg,@Mary-t5b2l,UCeF6suTm0TERoL1OTv18H3Q,so sad,fa,2025-05-22T19:34:19Z,2025-05-22 15:34:19,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy3JYW05tkpFqdJ-yd4AaABAg.AIQkK9UJ6BWAIRtBAEgkrH,Ugy3JYW05tkpFqdJ-yd4AaABAg,@colpodifulmine8464,UCCK0HwavCG6jJJtGe5nJJdg,Well fingers crossed🤞🏻😌,NA,2025-05-22T23:42:38Z,2025-05-22 19:42:38,2
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,Ugy3JYW05tkpFqdJ-yd4AaABAg.AIQkK9UJ6BWAL9KehnBu1V,Ugy3JYW05tkpFqdJ-yd4AaABAg,@Nymphette_,UC6_CMWVqNdnKq0we2ZB7aGg,hopefully!! 🤞🤞🤞,zu,2025-07-29T08:20:05Z,2025-07-29 04:20:05,0
XWQlSo6eBNw,Wednesday: Season 2 | Sneak Peek: Addams Family | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-05-20T13:00:00Z,UgyK_ti57LvbeHQnIHx4AaABAg.AIQ_xnYZMXtAIQcAAnY3we,UgyK_ti57LvbeHQnIHx4AaABAg,@ZahraM-m3n,UC0eLsDpE7XH4Zf7nEXrIwqg,🎉,ja,2025-05-22T11:54:42Z,2025-05-22 07:54:42,0
