video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugxfg-ShfeIpBMJMiul4AaABAg.ANfeFMD_GsQANtXsgjpjfA,Ugxfg-ShfeIpBMJMiul4AaABAg,@앵생응-n4e,UCJOfEj-t_vG8ykZMeIeIocg,The title of the song is Wild story's Finding my way. But this song is only available on Apple Music,en,2025-10-05T09:22:41Z,2025-10-05 05:22:41,2
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugw-Pd2Faf0n6oCuFK14AaABAg.AMPkgXrGRI5AMQ3e5nn5Qo,Ugw-Pd2Faf0n6oCuFK14AaABAg,@forevercgbm9788,UCj1WjPmzNRDOf3SGwl95abw,"Finding My Way by Wild Story, but the song Is not in YouTube or Spotify, Is no the instagram of WildStory",en,2025-08-29T16:49:56Z,2025-08-29 12:49:56,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugz9dKfAaq-csGMBRqJ4AaABAg.AMO2CLJzxJmAMVvOwcOZPK,Ugz9dKfAaq-csGMBRqJ4AaABAg,@dustinsmitty7728,UCGKiAlzl_a6nQJ0SGtZAsbg,Team Alex as well,NA,2025-08-31T23:24:31Z,2025-08-31 19:24:31,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugz9dKfAaq-csGMBRqJ4AaABAg.AMO2CLJzxJmAMfUrGqLrrQ,Ugz9dKfAaq-csGMBRqJ4AaABAg,@munamohammed5526,UCBSvwK8ERTuDiEwAmE1RF1Q,me to,en,2025-09-05T01:55:31Z,2025-09-04 21:55:31,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyiNQvVdSsdaEhC5Ad4AaABAg.AMKxjuQL5meAMMjxHzU_1V,UgyiNQvVdSsdaEhC5Ad4AaABAg,@wkadalie,UCzNn-_SI2p3qgWLxVjY0qXg,I'm Team Alex and Team Conrad. I hate all pretty boys.,NA,2025-08-28T09:51:20Z,2025-08-28 05:51:20,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugyn5nZrijHydfPWRpl4AaABAg.AMKofueJL8TAMMkFQAbPtN,Ugyn5nZrijHydfPWRpl4AaABAg,@wkadalie,UCzNn-_SI2p3qgWLxVjY0qXg,Yeah he's kind of hot now...and he's acting a lot more mature now too. His inferiority complex really hurt my opinion of him.,en,2025-08-28T09:53:56Z,2025-08-28 05:53:56,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxbWR9Bw5zGgvt_ciJ4AaABAg.AMKYOonZLtGAMK_P6wSz4r,UgxbWR9Bw5zGgvt_ciJ4AaABAg,@Sophia4890-v7v,UCppIJUioKy_Nvorm-KOs1tQ,Season 2 comes out tomorrow 🎉🎉🎉🎉🎉,mk,2025-08-27T13:40:40Z,2025-08-27 09:40:40,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgzIOR9kynqnDg2FUZZ4AaABAg.AMKFyvb7v-qAMMkQN8Z70f,UgzIOR9kynqnDg2FUZZ4AaABAg,@wkadalie,UCzNn-_SI2p3qgWLxVjY0qXg,I'm Team Alex and Conrad from the start. I feel like they're the same...even though Cole is clearly end game..and Conrad is end game.,en,2025-08-28T09:55:26Z,2025-08-28 05:55:26,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxALqaogSKLnpzA6Ql4AaABAg.AMJa7WC4wj3AML2NYS80Zv,UgxALqaogSKLnpzA6Ql4AaABAg,@Hattie_123,UCVqENjjjeDVT6q6n33l1wIw,This was out way before tsitp so it’s basically a Jackie 2.0 in the tsitp,en,2025-08-27T18:02:36Z,2025-08-27 14:02:36,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugw6d-aQ8UtqQkWwQ2J4AaABAg.AMJQKSIVWcWAML2aOUKTng,Ugw6d-aQ8UtqQkWwQ2J4AaABAg,@Hattie_123,UCVqENjjjeDVT6q6n33l1wIw,THAT IS NOT JACKIE I SWEAR IF IT IS IM GOING  TO SCREAM but if it isn’t good for him,en,2025-08-27T18:04:29Z,2025-08-27 14:04:29,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxJ_b0BTDnbJq9OkoB4AaABAg.AMGQqr7Xz-mAMHNhUK4KT8,UgxJ_b0BTDnbJq9OkoB4AaABAg,@miriandealmeida319,UCj-uUoh0YSLxtugFEo3yWIg,dylan his fotball friend,NA,2025-08-26T07:52:00Z,2025-08-26 03:52:00,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgwGFvhhRaPp0MdzBkh4AaABAg.ALpIbSibcQPAMD6I3os30T,UgwGFvhhRaPp0MdzBkh4AaABAg,@beachgirl39,UCKQXC0EGgzd2x5Rhd6-KXKg,No it’s a new character Zach who is after Nathan (new love triangle) 🤦‍♀️,en,2025-08-24T16:02:52Z,2025-08-24 12:02:52,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgwGFvhhRaPp0MdzBkh4AaABAg.ALpIbSibcQPAMFABXFPffh,UgwGFvhhRaPp0MdzBkh4AaABAg,@compilationssforyouu,UC5iE6g-1IzRBxEHFTsZq55Q,@beachgirl39 ohhh tysm,NA,2025-08-25T11:15:25Z,2025-08-25 07:15:25,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxzdJWgxtzUapzfVpt4AaABAg.ALoVDW-tQCuALoZ7i5CR6w,UgxzdJWgxtzUapzfVpt4AaABAg,@SBrizzy8657,UC4QAE_GwZP-pxrxC2_dkgqg,"What do you mean, Nikki Rodriguez acting is fantastic",en,2025-08-14T17:54:37Z,2025-08-14 13:54:37,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugytsorx24YRRp43nu94AaABAg.ALnuYWiDYV5ALoQYQ7-IA8,Ugytsorx24YRRp43nu94AaABAg,@lakeshow-vq1rm,UC40-O46nMyqicOC7Zn9ANFw,I couldn’t agree more. She shouldn’t have the luxury of choosing between Alex and Cole. Her only option should be Cole or someone else. Alex should never talk to her again,en,2025-08-14T16:39:37Z,2025-08-14 12:39:37,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyBmH3qBUR-0bqPRM54AaABAg.ALgVAlt331PALi77Rl7gLM,UgyBmH3qBUR-0bqPRM54AaABAg,@lakeshow-vq1rm,UC40-O46nMyqicOC7Zn9ANFw,"I kindve believed once she tells him what she did and Alex moves on with someone else, that’s when her feelings are going to develop for Alex. All things are leaning towards Cole and Jackie being a couple but it could be a curve ball. I gotta strange feeling that she’s eventually gonna fall in love with Alex",en,2025-08-12T05:54:28Z,2025-08-12 01:54:28,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugw3lNjgCqo1lJQJn8B4AaABAg.ALez0Vs8IvNALfawMZ9Tq4,Ugw3lNjgCqo1lJQJn8B4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Same bro,ceb,2025-08-11T06:25:58Z,2025-08-11 02:25:58,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxgnK53ZT0GdN6Lbk94AaABAg.ALeosaO3Fj9ALfaypIL8yP,UgxgnK53ZT0GdN6Lbk94AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Oh yeah bro same,NA,2025-08-11T06:26:19Z,2025-08-11 02:26:19,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxSuEOPeuAb5CBHT8R4AaABAg.ALekm4tFY5-ALfb0QMwSvC,UgxSuEOPeuAb5CBHT8R4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Same I feel bad for Alex but bro Cole and Jackie are just like perfect tg,en,2025-08-11T06:26:40Z,2025-08-11 02:26:40,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxSuEOPeuAb5CBHT8R4AaABAg.ALekm4tFY5-ALoZA5f8cM6,UgxSuEOPeuAb5CBHT8R4AaABAg,@SBrizzy8657,UC4QAE_GwZP-pxrxC2_dkgqg,Exactly,xh,2025-08-14T17:54:56Z,2025-08-14 13:54:56,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxSuEOPeuAb5CBHT8R4AaABAg.ALekm4tFY5-ALozecO516S,UgxSuEOPeuAb5CBHT8R4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,@SBrizzy8657fr,NA,2025-08-14T21:55:10Z,2025-08-14 17:55:10,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyM9W29g7KvjYW_kBl4AaABAg.ALeg4zL-_nVALfb46sbezw,UgyM9W29g7KvjYW_kBl4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Fr bro last season her clothes were just..😅,NA,2025-08-11T06:27:10Z,2025-08-11 02:27:10,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyHdIz5b8lTREs8tm54AaABAg.ALeUwNGqMSHALfbAASwKyp,UgyHdIz5b8lTREs8tm54AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,It’s prob gonna be another cliff hanger cuz they are in the making of season 3 now😭,en,2025-08-11T06:28:00Z,2025-08-11 02:28:00,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgxVVq4dKYlgYeWxfph4AaABAg.ALeS7PWBZpJALfbCCybOi8,UgxVVq4dKYlgYeWxfph4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Prob herself😂,NA,2025-08-11T06:28:16Z,2025-08-11 02:28:16,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugxjz4vE2KqJT4otLxV4AaABAg.ALeJMK2CxS6ALfbGpb0XIw,Ugxjz4vE2KqJT4otLxV4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Well they are already making season 3 so😭,en,2025-08-11T06:28:54Z,2025-08-11 02:28:54,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgysavN3vbZXt6VShCp4AaABAg.ALeB1yOfZ9LALi9-bBZUnT,UgysavN3vbZXt6VShCp4AaABAg,@lakeshow-vq1rm,UC40-O46nMyqicOC7Zn9ANFw,This comment should be highlighted,en,2025-08-12T06:10:52Z,2025-08-12 02:10:52,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugwq5m1JtftH2DOMhqF4AaABAg.ALe8GJ-kTeTALhVHgSPR5-,Ugwq5m1JtftH2DOMhqF4AaABAg,@LBF522,UCKgF9dkM50Zz2TfGPZCydNQ,Agree. She asks if they are OK which is dumb question. Of course not.,en,2025-08-12T00:06:20Z,2025-08-11 20:06:20,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugwq5m1JtftH2DOMhqF4AaABAg.ALe8GJ-kTeTALi8jQ2W6Q_,Ugwq5m1JtftH2DOMhqF4AaABAg,@lakeshow-vq1rm,UC40-O46nMyqicOC7Zn9ANFw,@LBF522I really hopes he doesn’t simp for her. I saw the scene where he says he still wants to be with her and I got sick to my stomach. Like bro have some integrity.,en,2025-08-12T06:08:31Z,2025-08-12 02:08:31,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugwq5m1JtftH2DOMhqF4AaABAg.ALe8GJ-kTeTALiYeHRNBVU,Ugwq5m1JtftH2DOMhqF4AaABAg,@LBF522,UCKgF9dkM50Zz2TfGPZCydNQ,@lakeshow-vq1rm I agree. Have some self respect.,en,2025-08-12T09:55:01Z,2025-08-12 05:55:01,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugwwg6JOHbB7HK_25UF4AaABAg.ALe7ml5BEMCALfbMiG88RI,Ugwwg6JOHbB7HK_25UF4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,It’s coming out August 28!🎉,en,2025-08-11T06:29:43Z,2025-08-11 02:29:43,1
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgwYjR2fFwfRJSwRWNV4AaABAg.ALe143mtmIEALfbNoxo1Rf,UgwYjR2fFwfRJSwRWNV4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,BAHAHA,so,2025-08-11T06:29:52Z,2025-08-11 02:29:52,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyA9eDJyPTCMLdUF714AaABAg.ALdmEweOJKIALdrV9dQDJZ,UgyA9eDJyPTCMLdUF714AaABAg,@Aesthetic_13x,UCfYCIw6V7lwmaBdl28URwXQ,Haha Frr,ga,2025-08-10T14:12:12Z,2025-08-10 10:12:12,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyA9eDJyPTCMLdUF714AaABAg.ALdmEweOJKIALfbQaCYxYU,UgyA9eDJyPTCMLdUF714AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Netflix really said : yes!,NA,2025-08-11T06:30:14Z,2025-08-11 02:30:14,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgwJd9X_khgvMjfT2Sl4AaABAg.ALdcskMhqmdALfbT1CpxZV,UgwJd9X_khgvMjfT2Sl4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Bro fr same like “sooo”😂😂😂,NA,2025-08-11T06:30:35Z,2025-08-11 02:30:35,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgwJd9X_khgvMjfT2Sl4AaABAg.ALdcskMhqmdALnlylADLLf,UgwJd9X_khgvMjfT2Sl4AaABAg,@taraalmas9618,UCtkyV_QK4ImT9OlahHxOozA,​@Random_edits.bs787yeahhhh and at 0:59 they both probably got flashbacks😂,NA,2025-08-14T10:36:21Z,2025-08-14 06:36:21,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgwJd9X_khgvMjfT2Sl4AaABAg.ALdcskMhqmdALozcC6BgXa,UgwJd9X_khgvMjfT2Sl4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,@taraalmas9618BAHAHA,so,2025-08-14T21:54:50Z,2025-08-14 17:54:50,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugx1SQKjj-ctWMkAyVd4AaABAg.ALdLNyOvXs4ALfbVuAgxb2,Ugx1SQKjj-ctWMkAyVd4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Fr bro😭,NA,2025-08-11T06:30:58Z,2025-08-11 02:30:58,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyocQa-CvhecOvMUG94AaABAg.ALdA6qzytU8ALfbYc2n0CT,UgyocQa-CvhecOvMUG94AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Fr bro where is sheee,en,2025-08-11T06:31:20Z,2025-08-11 02:31:20,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgyycF-PUD2ybtwI3xl4AaABAg.ALd6I_M21wXALfb_WVRUkT,UgyycF-PUD2ybtwI3xl4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,I hope not bro,NA,2025-08-11T06:31:36Z,2025-08-11 02:31:36,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugx2eYhbPxXWSzbD89p4AaABAg.ALceQkuT7IwALfbizr4BBQ,Ugx2eYhbPxXWSzbD89p4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,BAHAH,NA,2025-08-11T06:32:53Z,2025-08-11 02:32:53,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,Ugw0JPsSS5w_ZTF6dlR4AaABAg.ALcP6WUBrRWALfbkbdzrjw,Ugw0JPsSS5w_ZTF6dlR4AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Omg frrrr,no,2025-08-11T06:33:07Z,2025-08-11 02:33:07,0
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgzhE0NT4Tnwc-avIt14AaABAg.ALcDqIRzcM4ALfbmUc7g97,UgzhE0NT4Tnwc-avIt14AaABAg,@Random_edits.bs787,UCjeSCWLD20wLIKc3AUlnbRw,Omg luckyyy!! Happy early birthday!,NA,2025-08-11T06:33:22Z,2025-08-11 02:33:22,2
5ZvbQ48GAyk,My Life With the Walter Boys: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-05T15:00:00Z,UgzhE0NT4Tnwc-avIt14AaABAg.ALcDqIRzcM4ALfehO9Vipv,UgzhE0NT4Tnwc-avIt14AaABAg,@Stacey-M2,UCzZaYDhr4MiaAJnQbOolsJQ,@Random_edits.bs787thank u ❤,NA,2025-08-11T06:58:53Z,2025-08-11 02:58:53,0
