video_id,video_title,channel_id,channel_title,video_published_at,view_count,video_like_count,video_comment_count,comment_id,comment_parent_id,comment_author_display,comment_author_channel_id,comment_text,comment_lang,comment_published_utc,comment_published_local,comment_like_count,comment_reply_count
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugw3x3Qmrm5ngd53brR4AaABAg,NA,@sonu7979,UCxGUTPx_qVowurtYdNfMP_Q,"Like really .? Are these teen gals losing their freaking mind , or in their menopause confusing every boy around .? Alex was in his own world , but Miss Jackie decides to break the ice , and then at the end she loves Cole , what the hell.? Poor Alex ,",en,2025-09-02T18:54:30Z,2025-09-02 14:54:30,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxdQZSBxjSbxT5GHaJ4AaABAg,NA,@rylee-p3x,UCE2Ve2GBVJW9jhxcwsMUwYA,BRO IS SO BUFF..,so,2025-08-12T18:43:35Z,2025-08-12 14:43:35,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzY2no8ZMU19Ks0Bux4AaABAg,NA,@alexhaynes7220,UC4mU0mHyi-TYUxzFABs3t1g,Alex deserves better,NA,2025-08-10T16:51:34Z,2025-08-10 12:51:34,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugy7CDlVw2aKnh-pii54AaABAg,NA,@HunterSandes,UCiDpIXUp5EhwWns8DCgAsKA,This gave me chillsâ€¦ in the best way,en,2025-08-08T01:30:54Z,2025-08-07 21:30:54,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzkWBidXdNv9sd0z754AaABAg,NA,@JamesRobert-y3j,UCw99nIVscH02SaEVtw4e8TQ,I can t stop smiling watching this,en,2025-08-08T00:35:49Z,2025-08-07 20:35:49,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxO6rZzwzy2P2blH3t4AaABAg,NA,@RolandKolgsw,UCLqsELXpgpRt5st_dUpN3vg,This gave me chillsâ€¦ in the best way,en,2025-08-07T20:38:16Z,2025-08-07 16:38:16,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugwvm5JDAhkz6Nkv4kh4AaABAg,NA,@MonalisaYesm,UC_naatgThktMuq9ZE6mEsNg,Algorithm finally did something right,en,2025-08-07T05:22:52Z,2025-08-07 01:22:52,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgyAGZsfBxkfPJ4o3kt4AaABAg,NA,@ShaikmShiva,UChtk3pGeS-6DRmVdsh3OLXA,Pure talent. No words,NA,2025-08-07T02:46:22Z,2025-08-06 22:46:22,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxixDIjGR5-_dR7jwB4AaABAg,NA,@IvyFuller-g4u,UCELR4JbOux16M3hLUB8Blxw,This deserves way more views. Absolutely underrated,en,2025-08-06T23:46:59Z,2025-08-06 19:46:59,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugyw4LqoTZPUKCkOTnJ4AaABAg,NA,@MaeSalem-e7h,UCax4b-3B1nDoNXcsElHkV_w,I ve had this on repeat all day,en,2025-08-06T21:36:54Z,2025-08-06 17:36:54,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugxd_E-V-FKW1bv-0ep4AaABAg,NA,@JordannThoms,UCyDaH_fusPCBzb0LLbTeKeA,Can we all agree this creator deserves more recognition,en,2025-08-06T20:09:00Z,2025-08-06 16:09:00,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugwr4emgAcBBoMGA8Jh4AaABAg,NA,@EmmettRoss-k2e,UCJ9lwUlnBE4jr3n6PwouEbQ,I didn t expect to love this as much as I do,en,2025-08-06T19:13:06Z,2025-08-06 15:13:06,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgyzAyoJm_LnISUI0u94AaABAg,NA,@TerryCollins-z8m,UCMg2EceTjepJbPrY3fvtzhg,The way you explained this is SO clear. Thank you,en,2025-08-06T01:53:40Z,2025-08-05 21:53:40,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugxp4GqJFiXz-M4qcxB4AaABAg,NA,@nevermines,UCz6uLJLUknkmspZ8pwutrEg,TOO MUCH IS HAPPENING!!! AHHH,en,2025-08-05T19:27:59Z,2025-08-05 15:27:59,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugz1EMSEIgC_Lgoe1Ad4AaABAg,NA,@shadowspidey7327,UCTNovTVshkhr7LLg1IH3yWA,Finally after two years of waiting,en,2025-08-05T17:59:46Z,2025-08-05 13:59:46,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugw_1klmQh9BGwWHXvd4AaABAg,NA,@JwrwrsrCtetete,UC3qxZTtKVhJC9eqSnqAqe6A,That part at 2:45 Instant goosebumps,NA,2025-08-05T16:39:37Z,2025-08-05 12:39:37,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugy3Jxx2t4Ok2RLT_pB4AaABAg,NA,@Alannah-28X,UCO-vq22l0DYAdA1HSeZCDLg,Bro Alex had a glow up,es,2025-08-05T13:22:25Z,2025-08-05 09:22:25,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugz6lXZjMY6v8_zfiGZ4AaABAg,NA,@Alannah-28X,UCO-vq22l0DYAdA1HSeZCDLg,TEAM COLEEE ❤,NA,2025-08-05T13:22:06Z,2025-08-05 09:22:06,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxzMS0GSP7a4BeZYkt4AaABAg,NA,@EsewfdRana,UClA-sLYwNJjTYWFY-6YNo1w,Can we all agree this creator deserves more recognition,en,2025-08-05T12:49:17Z,2025-08-05 08:49:17,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwTENH5g1GH3NdU4X94AaABAg,NA,@OliveMagnolia,UCSNjTG_TKPAT60W4d05OtFg,The editing is top-tier. Seriously impressive,en,2025-08-05T10:59:05Z,2025-08-05 06:59:05,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgyAUkoVHNQrTs4VBqZ4AaABAg,NA,@GjjgdghhgjgGjbkhfjjkhfx,UC92Ew7Hs6LKA6OxP-l00HGQ,The way you explained this is SO clear. Thank you,en,2025-08-05T10:41:56Z,2025-08-05 06:41:56,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgweNkMPZbRkdntLvst4AaABAg,NA,@evelyn-u4t8e,UCl3CUqh9UI7olUeboKc6BCQ,Can't wait for the trailer (only 23 days before season 2 actually drops),en,2025-08-05T10:00:49Z,2025-08-05 06:00:49,2,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugy2drYp-yRdRw6Dktd4AaABAg,NA,@SusanCarter-j3v,UCB_cRG0SjlIn2WxCAQseHCQ,"Great job, this video was very useful!",en,2025-08-05T09:43:14Z,2025-08-05 05:43:14,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugy93WswWhJbeU9VDst4AaABAg,NA,@IahsjjsoshMcgdinsos,UCuAxxsIA0Y_p8o5rXhHvWCw,Who else is here before this blows up,en,2025-08-05T06:18:52Z,2025-08-05 02:18:52,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzrnYj-LVCfv05L2aJ4AaABAg,NA,@TheHana0502,UCukDCLlTX1VSfk8CAEcmxUw,대박 기다렸던건데 드디어!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 넘넘 기다렸다고!!!!!!!!!!!!!!!!! ㅋㅋㅋㅋ,ko,2025-08-05T06:12:01Z,2025-08-05 02:12:01,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwZGCKmKdYD9N81YwF4AaABAg,NA,@SanaaAli-e3g,UC_5mrg8ccTTbxiVi8JStimA,Bro they didn't even show a glimpse of my pookie issac bro😢😡🥺😭,en,2025-08-05T04:45:44Z,2025-08-05 00:45:44,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzNCjUE-9t9jK9Frlp4AaABAg,NA,@RhanuyNokurmty,UC7z3rlcxKJiSZHLy45SLNlQ,That part at 2:45 Instant goosebumps,NA,2025-08-05T00:50:57Z,2025-08-04 20:50:57,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugze9oAA99GSSYrBZcx4AaABAg,NA,@LenaCarina,UCed4sBKID2Abj1YN4P1zycw,Why do I kinda get the vampire diaries vibes? Because she can't decide between the brothers :D,en,2025-08-04T20:42:19Z,2025-08-04 16:42:19,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugy8MAnSDRzvcedYSmx4AaABAg,NA,@NilupomaKahona,UC3az4G7-_wVB2922-kiX96g,The editing is top-tier. Seriously impressive,en,2025-08-04T19:55:37Z,2025-08-04 15:55:37,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugx7AIEGIi9QtVFpd1R4AaABAg,NA,@mrve7646,UCeSpNck-vCnWlewTrPmXrkw,HEAR ME OUT HE LOOKS LIKE DAMON SALVATORE'S BLONDE VERSION,en,2025-08-04T18:04:05Z,2025-08-04 14:04:05,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzidnOZllOSjNEN98B4AaABAg,NA,@KeshiaHinson,UCth_Sdf7xgHHcQfH6EgnSiQ,Pure talent. No words,NA,2025-08-04T18:01:03Z,2025-08-04 14:01:03,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwooRTT8nTV48VAuYV4AaABAg,NA,@AvaWheeler-l2i,UCy0aTheQdprFBQkA2vAMOLA,I have been waiting so long,en,2025-08-04T14:16:41Z,2025-08-04 10:16:41,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxozjgeqJyCSDLVaSN4AaABAg,NA,@munniislam-l4c,UCvyw_jaTVd5c-NHTHHMXNNg,I learned more in 10 minutes than hours of Googling,en,2025-08-04T12:41:56Z,2025-08-04 08:41:56,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxtE8MN5Qie2aGTGZB4AaABAg,NA,@beckyc8043,UChtY3xeq8q4wwIOPa6wkKwg,"Hopefully alex and kylie get together, so cole and jackie can be together.",en,2025-08-04T10:12:44Z,2025-08-04 06:12:44,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugz0NR75slq1R0LKNz94AaABAg,NA,@ShadowTheCockapoo,UCO4E_EAZU_WJOmmWiHcTVcQ,"Finally!!! I swear if we don't get more of Cole and Jackie this season I'm gonna be so disappointed. 😩 But Alex is clearly getting a glow up...last season he was too cringe for me, so I really hope he ends up with his best friend like it foreshadowed last season.",en,2025-08-04T07:15:25Z,2025-08-04 03:15:25,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxyobIqZuxDzdKsMXh4AaABAg,NA,@DianaDelgado-w8l,UCe2O-jV-ukWNQMwAcTn0h0w,Can we all agree this creator deserves more recognition,en,2025-08-04T06:36:13Z,2025-08-04 02:36:13,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwJLNS76ifmCqr4hsJ4AaABAg,NA,@GghGhh-g9l,UCWrZXdB0Mb7bIzXHMcb5F8g,Who else is here before this blows up,en,2025-08-04T04:59:26Z,2025-08-04 00:59:26,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxLHdWJjvPWZ-gEoTZ4AaABAg,NA,@GskdbdkvdGzkhsk,UCrzlRlUy7eSrshs471-Bkrw,The editing is top-tier. Seriously impressive,en,2025-08-04T03:19:24Z,2025-08-03 23:19:24,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwgiGpczts3B9ZSsJR4AaABAg,NA,@NathaliaMckenzie,UCZyo5ESZEw7hWk0EaFBxeEg,please I am begging i don't want Cole and jakie to break up if they get together anytime soon because it will break my heart.😢,en,2025-08-04T02:50:57Z,2025-08-03 22:50:57,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzrvV7hYGqqPXFgezZ4AaABAg,NA,@CarlAbbott-f2b,UCjt7f_yb2JFJMaIo3AND9-Q,This video randomly popped up and I m glad it did,en,2025-08-04T00:36:35Z,2025-08-03 20:36:35,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwooND1a4YgKK9kYA94AaABAg,NA,@harper.davenport,UCJLMW3ujczd-uzEgfOvDZpw,my jaw dropped.,NA,2025-08-04T00:05:13Z,2025-08-03 20:05:13,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzSm4yDbEVW-L3RsTh4AaABAg,NA,@TghJack,UCsTzV8jTsKkNPWoP6lbXxpQ,I can t stop smiling watching this,en,2025-08-03T22:55:42Z,2025-08-03 18:55:42,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwqfXkXFjTvbkgMfXt4AaABAg,NA,@NicoleUrbanova,UCjIEcPej34VoPdgS86ZhkxA,I AM SO EXCITED for August 28,en,2025-08-03T21:26:18Z,2025-08-03 17:26:18,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgzmuA1aQLTmw6LbXHN4AaABAg,NA,@DouglasHarper-w3g,UCpc-JMo1j09jIKD3ERsv5sQ,The way you explained this is SO clear. Thank you,en,2025-08-03T21:25:34Z,2025-08-03 17:25:34,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgxXiAsAbblbRwWnj014AaABAg,NA,@BresolmaCeriolmas,UCKCJ8m_yC7hYMUqdwNDFnlQ,This deserves way more views. Absolutely underrated,en,2025-08-03T20:22:39Z,2025-08-03 16:22:39,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgyjkloJPyYmGzVRqf94AaABAg,NA,@nissipanda,UCeC9Bqm8kQBYU3RfW5mq-5w,"They starved us of spoiler scenes in this trailer 😭🤧
I need more, I'm waiting for the summer I turned pretty to release more episodes so I need something else to think abt 😭",en,2025-08-03T17:28:20Z,2025-08-03 13:28:20,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugxith9bAMdkKXiXLq94AaABAg,NA,@JavrigBskru,UC9CpQFJlQgGjNamaf8gSd9w,This gave me chills… in the best way,en,2025-08-03T15:54:28Z,2025-08-03 11:54:28,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgywWPss_rg_-JMx0dR4AaABAg,NA,@AribaSapla,UCmug2Kh9U4aZGJpJqeKSN9A,"Came for the thumbnail, stayed for the vibes",en,2025-08-03T15:41:09Z,2025-08-03 11:41:09,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwfVx0UssZ2n9OlIe94AaABAg,NA,@AlessandraPrice-h3z,UC7kcj1XmTCoBITOG1b3mhTw,I can t stop smiling watching this,en,2025-08-03T14:09:02Z,2025-08-03 10:09:02,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugxwyps2U5vwOhRJsu14AaABAg,NA,@PorijcPori,UCzbaGWLqi10jYmtJJ5usPUg,Pure talent. No words,NA,2025-08-03T06:58:25Z,2025-08-03 02:58:25,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,Ugy_-1utOwlTeUt7C2R4AaABAg,NA,@RanabZbs,UCXsGVcWr2yaej8OybQJw3cQ,Mood instantly lifted. Thank you for this,en,2025-08-03T05:10:28Z,2025-08-03 01:10:28,0,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,1582877,25111,1213,UgwQ2HCMD15DaGcYSLB4AaABAg,NA,@BettyFloresou,UC-n9t9FsidYwEMObEYKa2wA,This deserves way more views. Absolutely underrated,en,2025-08-03T03:44:32Z,2025-08-02 23:44:32,0,0
