video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugwxf-NSxZLfzrTnBaB4AaABAg.AL8N6I01bMOAL9bYc4S1vl,Ugwxf-NSxZLfzrTnBaB4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,And why not?! He is a charming and single young man who can  do and date whomever he chooses,en,2025-07-29T10:56:24Z,2025-07-29 06:56:24,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgxKEhQsPIvh7EiPGdN4AaABAg.AKp1RrHI0UGAKu8kpV3Cs0,UgxKEhQsPIvh7EiPGdN4AaABAg,@dustinsmitty7728,UCGKiAlzl_a6nQJ0SGtZAsbg,Same❤❤❤❤❤❤❤❤,NA,2025-07-23T01:28:13Z,2025-07-22 21:28:13,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzR4juUgNpV32Da4al4AaABAg.AKoBapZ7HFxAKp93g0nCmW,UgzR4juUgNpV32Da4al4AaABAg,@Yourr.tiktokfypp,UC3ZAAulXV3RQkrLPdDqjQDQ,Bro alex is chopped and jackie and cole are so hot 💀 smh,en,2025-07-21T02:54:43Z,2025-07-20 22:54:43,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugw9zPG6dGMNShw38OV4AaABAg.AKl5qgiQq1DAKm3VdHCKaX,Ugw9zPG6dGMNShw38OV4AaABAg,@SanaaBailey28,UCTkRrToUzY5PsWKvK4UUcNw,Same so excited,en,2025-07-19T22:08:23Z,2025-07-19 18:08:23,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzwFhwoxhNC3BJfYXJ4AaABAg.AKkQCm7O2QOAKu8nIfVcc_,UgzwFhwoxhNC3BJfYXJ4AaABAg,@dustinsmitty7728,UCGKiAlzl_a6nQJ0SGtZAsbg,Same❤❤❤❤❤❤,NA,2025-07-23T01:28:33Z,2025-07-22 21:28:33,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugx_nwxu7nWerwGP5QB4AaABAg.AKjnolqeyfvAKsjpPuJvXm,Ugx_nwxu7nWerwGP5QB4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,Jackie had  her opportunity  to be  with Alex and she  ruined it,en,2025-07-22T12:22:24Z,2025-07-22 08:22:24,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugx_nwxu7nWerwGP5QB4AaABAg.AKjnolqeyfvAKtFks5FJAI,Ugx_nwxu7nWerwGP5QB4AaABAg,@TheHannahBurke,UCQNw-ZeSyjaM0YKluhGxFew,@TOXICDREAMS67 IKR! What team are you on?,en,2025-07-22T17:10:09Z,2025-07-22 13:10:09,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugx_nwxu7nWerwGP5QB4AaABAg.AKjnolqeyfvAKwHFoXIQCy,Ugx_nwxu7nWerwGP5QB4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,Alex is the true option.He is boyfriend and  husband  material. Team Alex.,en,2025-07-23T21:20:58Z,2025-07-23 17:20:58,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugz9qC96UOwdQyOx5R94AaABAg.AKjfCRTUyTRAKsk1ao1Yeo,Ugz9qC96UOwdQyOx5R94AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,Jackie  ruined her  relationship with Alex  and have to accept the  reprecussions  of her choice. She kissed  Cole  and  woe to her if starts to date him,en,2025-07-22T12:24:12Z,2025-07-22 08:24:12,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgxGasACMooTnedfhpN4AaABAg.AKSv-y12OgUAKu8sWdwzQB,UgxGasACMooTnedfhpN4AaABAg,@dustinsmitty7728,UCGKiAlzl_a6nQJ0SGtZAsbg,Same❤❤❤❤❤❤,NA,2025-07-23T01:29:16Z,2025-07-22 21:29:16,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugw3nVMJQBRVHRG6ZVJ4AaABAg.AKQTy3f8M59AL-Lc6SEMjM,Ugw3nVMJQBRVHRG6ZVJ4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,Alex is exploring his romantic possibilties and realizes that Jackie is not worth his time,en,2025-07-25T11:16:04Z,2025-07-25 07:16:04,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugw3nVMJQBRVHRG6ZVJ4AaABAg.AKQTy3f8M59AL62FXjR4oI,Ugw3nVMJQBRVHRG6ZVJ4AaABAg,@rogueryder3285,UCJdJS_GF6qIXh6diz0yN-3g,​@TOXICDREAMS67I'd laugh my butt off if she tries to get back with him. She cheated with his brother and abandoned him and basically settled for him because he took great care of her that entire season. He's got way too much self-esteem and security to be bothered with someone as unfaithful as her,en,2025-07-28T01:41:30Z,2025-07-27 21:41:30,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyS_mThcR0hiifUm5h4AaABAg.AKO8l4a8OoUAKPHWP_Zyll,UgyS_mThcR0hiifUm5h4AaABAg,@melissafox0908,UCxGhGaEXYSvdKIuBhDKjlFA,the tension this season is gonna be so much better this season as the actor are dating in real life,en,2025-07-10T16:29:03Z,2025-07-10 12:29:03,7
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyS_mThcR0hiifUm5h4AaABAg.AKO8l4a8OoUAKaqvZ0JCal,UgyS_mThcR0hiifUm5h4AaABAg,@zlarie,UCmCOb94Pok5xo-I9CalJhbg,@melissafox0908really?,NA,2025-07-15T13:38:05Z,2025-07-15 09:38:05,2
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyS_mThcR0hiifUm5h4AaABAg.AKO8l4a8OoUAKk571Iy3_u,UgyS_mThcR0hiifUm5h4AaABAg,@Annekagirlyplaylists,UCDmCz4cOZXDHLd9SoAn5_EA,​@melissafox0908im hoping ur right because the teaser had me dyingg for season 2,en,2025-07-19T03:44:01Z,2025-07-18 23:44:01,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyS_mThcR0hiifUm5h4AaABAg.AKO8l4a8OoUALA2iRnwTvn,UgyS_mThcR0hiifUm5h4AaABAg,@연준913,UCtuQP1qJVVnnbFE9hRjTaTA,@Annekagirlyplaylists they spent valentines together and went on a double date with asherby and ahserby's girlfriend,en,2025-07-29T15:02:33Z,2025-07-29 11:02:33,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyS_mThcR0hiifUm5h4AaABAg.AKO8l4a8OoUALDs5AqcbJm,UgyS_mThcR0hiifUm5h4AaABAg,@Annekagirlyplaylists,UCDmCz4cOZXDHLd9SoAn5_EA,​@연준913Omgg really??,ko,2025-07-31T02:37:53Z,2025-07-30 22:37:53,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugx0uuAmsHJtj4s3mGt4AaABAg.AKNrVCg74DxAKOa0qafKvq,Ugx0uuAmsHJtj4s3mGt4AaABAg,@blinkmissruby,UC5SpNEccCUcZBqTpme6UxZQ,Same😊,NA,2025-07-10T10:00:16Z,2025-07-10 06:00:16,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzOVSCmbZ4kkQ-JPJV4AaABAg.AKMZ02Xvw6AAKml6JBCCrV,UgzOVSCmbZ4kkQ-JPJV4AaABAg,@nom-nom-pookie,UCH0YIkuaJrsQgbknotQQQFw,you silly willy goose 🍌🍌,en,2025-07-20T04:38:09Z,2025-07-20 00:38:09,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugw1RIZ8RrxU2FH6zJR4AaABAg.AKLgVK2JbUGAKQLONFIYl4,Ugw1RIZ8RrxU2FH6zJR4AaABAg,@nawrinbhuiyan3694,UCnOE6jCZN4y96NZxrc8VQrg,Her outfits reminded me of how I dressed in high school. She just reminds so much of myself.,en,2025-07-11T02:22:09Z,2025-07-10 22:22:09,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyV2cm_fUvksJ-yoxt4AaABAg.AKKtlQHoqKvAKmk1yLbewX,UgyV2cm_fUvksJ-yoxt4AaABAg,@nom-nom-pookie,UCH0YIkuaJrsQgbknotQQQFw,this is the trailer btw 💕💕🍌🔥😦🥰😦💕🌹🗣️🌹💔💀😦🥀🎀😃🦅🗣️🦅🦅🗣️🦅🗣️🦅🗣️🎀🌹🎀😃❤️😃💕🗣️🌹😦🦅😦🦅🔥🦅🤭🙂🕺🙂😂😂🌈😂😌😦💕🎀🌹💕🗣️✨🦅✨,en,2025-07-20T04:28:49Z,2025-07-20 00:28:49,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugz6LVl1zrqOy0TElSB4AaABAg.AKKflAO2-ZvAKKiikobrl-,Ugz6LVl1zrqOy0TElSB4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,Alex has finally realized that he deserves someone better .,en,2025-07-08T21:59:20Z,2025-07-08 17:59:20,3
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugz6LVl1zrqOy0TElSB4AaABAg.AKKflAO2-ZvAKKjVmDEthm,Ugz6LVl1zrqOy0TElSB4AaABAg,@nataliabrizan,UCK-9j7RSwh2cR2vuLCmGeSQ,​@TOXICDREAMS67indeed,so,2025-07-08T22:06:10Z,2025-07-08 18:06:10,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgxqyhsXsuyCJglMlkh4AaABAg.AKKfXBflZb3AKLAjDmbEzz,UgxqyhsXsuyCJglMlkh4AaABAg,@Lash41,UClLK-ZXjoERi-B8GlM0jLpw,It bothered me sooo much! The loft scene and the “I love you” at the wedding?!?!! Like whyyy. I needed those to be Cole in the show.,en,2025-07-09T02:12:48Z,2025-07-08 22:12:48,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzwGpZhKu1PUd_ieYJ4AaABAg.AKKPKGMS904AKKiIvF2zGP,UgzwGpZhKu1PUd_ieYJ4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,One can hope so,en,2025-07-08T21:55:40Z,2025-07-08 17:55:40,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzwGpZhKu1PUd_ieYJ4AaABAg.AKKPKGMS904AKKibGPx52Q,UgzwGpZhKu1PUd_ieYJ4AaABAg,@leeannmairenarkawicz3648,UCjOkeIPM4JmJsJAWUmH8_uA,@TOXICDREAMS67he was starting to be nice so yeah and he’s just misunderstood.,en,2025-07-08T21:58:19Z,2025-07-08 17:58:19,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzwGpZhKu1PUd_ieYJ4AaABAg.AKKPKGMS904AMHXDWPpEmm,UgzwGpZhKu1PUd_ieYJ4AaABAg,@Natalia-x2n7u,UCd10Eh1CYmgu7A3KudRulbQ,​@leeannmairenarkawicz3648I think now the roles are reversed between Cole and Alex..,en,2025-08-26T09:15:09Z,2025-08-26 05:15:09,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzwGpZhKu1PUd_ieYJ4AaABAg.AKKPKGMS904AMHk7WgHrYE,UgzwGpZhKu1PUd_ieYJ4AaABAg,@leeannmairenarkawicz3648,UCjOkeIPM4JmJsJAWUmH8_uA,@Natalia-x2n7u maybe but Cole won’t be as clingy as Alex.,en,2025-08-26T11:16:40Z,2025-08-26 07:16:40,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzRaTYhr4iEm9HqhYl4AaABAg.AKJy6S_5UWqAKKfZ5_kTUR,UgzRaTYhr4iEm9HqhYl4AaABAg,@nataliabrizan,UCK-9j7RSwh2cR2vuLCmGeSQ,Correct,NA,2025-07-08T21:31:40Z,2025-07-08 17:31:40,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzRaTYhr4iEm9HqhYl4AaABAg.AKJy6S_5UWqAKNbd9yJU_O,UgzRaTYhr4iEm9HqhYl4AaABAg,@Chaoswithacameraofficial,UCsRdeCbrcgi_gBHGNRs29Jw,yesssssssss,NA,2025-07-10T00:55:08Z,2025-07-09 20:55:08,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzRaTYhr4iEm9HqhYl4AaABAg.AKJy6S_5UWqAKORWBQCekU,UgzRaTYhr4iEm9HqhYl4AaABAg,@TDTOViz,UChJ92T-kbZhoKHx-8LDiMRQ,"Facts she’s literally perfect, Jackie and Cole deserve each other and I pray they end up like Jemma and Jake from The Chi for doing what they did to Alex😂",en,2025-07-10T08:37:10Z,2025-07-10 04:37:10,4
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzRaTYhr4iEm9HqhYl4AaABAg.AKJy6S_5UWqAKQKfW8rqWO,UgzRaTYhr4iEm9HqhYl4AaABAg,@nawrinbhuiyan3694,UCnOE6jCZN4y96NZxrc8VQrg,"I feel like with all the attention Alex is enjoying, he’s gonna end up pushing Kiley away. Kiley might end up feeling left behind by Alex.",en,2025-07-11T02:15:53Z,2025-07-10 22:15:53,3
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzRaTYhr4iEm9HqhYl4AaABAg.AKJy6S_5UWqAKgcrIKRJ96,UgzRaTYhr4iEm9HqhYl4AaABAg,@lakeshow-vq1rm,UC40-O46nMyqicOC7Zn9ANFw,@nawrinbhuiyan3694I actually think he will be with Kylie this season. But that’s when things are gonna very interesting because that’s when Jackie is gonna regret what she did and start truly developing feelings for Alex.  I hope it’s to late for her though then maybe she’ll realize you don’t mess up a good thing,en,2025-07-17T19:30:36Z,2025-07-17 15:30:36,2
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyAo2j5lImmXJ5oUht4AaABAg.AKJh5x6_-f0AKsm1TT3dHx,UgyAo2j5lImmXJ5oUht4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,"Jackie will have the truth about Cole the hard way. It's a shame  though,  especially when she had seen him in action",en,2025-07-22T12:41:40Z,2025-07-22 08:41:40,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugw2a0vbr-JKOejsueF4AaABAg.AKJXwQhQGgXAKKgW8nbarL,Ugw2a0vbr-JKOejsueF4AaABAg,@enthrqlling,UC8-USldAxU9XXS0_o-B8g5Q,i agree,NA,2025-07-08T21:40:00Z,2025-07-08 17:40:00,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,Ugw2a0vbr-JKOejsueF4AaABAg.AKJXwQhQGgXAKLbWyhDcM1,Ugw2a0vbr-JKOejsueF4AaABAg,@hakunamytatas1989,UCQrewqIdc-8ePbHuAZE0VWg,​@enthrqlling right??? She has like ONE expression throughout the series,en,2025-07-09T06:15:40Z,2025-07-09 02:15:40,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgxYju6UEhRKM33WFtB4AaABAg.AKJPqfPgq0lAKKLRafZzyy,UgxYju6UEhRKM33WFtB4AaABAg,@enthrqlling,UC8-USldAxU9XXS0_o-B8g5Q,clock it i would honestly like to see alex's pov,en,2025-07-08T18:27:09Z,2025-07-08 14:27:09,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgxYju6UEhRKM33WFtB4AaABAg.AKJPqfPgq0lAKQLY2PXzpe,UgxYju6UEhRKM33WFtB4AaABAg,@nawrinbhuiyan3694,UCnOE6jCZN4y96NZxrc8VQrg,That new character Maria is coming after Alex by flirting.,en,2025-07-11T02:23:28Z,2025-07-10 22:23:28,1
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyciEIhgHl-V3_k7Md4AaABAg.AKJNxGS3KO_AKJRLRKlQBN,UgyciEIhgHl-V3_k7Md4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,Alex is  going to explore some romantic  possibilties and realize that he has prospects,en,2025-07-08T09:59:29Z,2025-07-08 05:59:29,0
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgzwxUidhjzWEKM-ANx4AaABAg.AKJMliX8mlXAKQL1JoKVKA,UgzwxUidhjzWEKM-ANx4AaABAg,@nawrinbhuiyan3694,UCnOE6jCZN4y96NZxrc8VQrg,"Oh I wish that was her answer. I can feel that there is going to be some tension between Jackie, Cole, and Alex.",en,2025-07-11T02:19:00Z,2025-07-10 22:19:00,4
rT_vcRzG3aw,My Life With the Walter Boys: Season 2 | Official Teaser | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-07T16:00:00Z,UgyucFtxK-JZRmQnVYl4AaABAg.AKJHq9Ux8ceAKKiRJKE94U,UgyucFtxK-JZRmQnVYl4AaABAg,@TOXICDREAMS67,UCA8kN6OdYjfaYyKiHW5-bPQ,And he will explore his romantic  possibilties and discover that he has prospects,en,2025-07-08T21:56:49Z,2025-07-08 17:56:49,2
