video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugxi0I26O5WhyQ7c7LZ4AaABAg.AO14gKpScqOAO1A4osK7vD,Ugxi0I26O5WhyQ7c7LZ4AaABAg,@TRAVELERS.STORIES123,UCenVWd4NWUyMr2H1z0NhaYA,Netmirror,NA,2025-10-08T17:47:55Z,2025-10-08 13:47:55,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugxt73ftqWvOwoje3Xd4AaABAg.AN-FivgX3KrAN-coSrK5sK,Ugxt73ftqWvOwoje3Xd4AaABAg,@imranrashid1341,UCirumQOiQnFH9yufmTELh6Q,Absolutely 💯,en,2025-09-13T06:57:49Z,2025-09-13 02:57:49,1
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugxt73ftqWvOwoje3Xd4AaABAg.AN-FivgX3KrANF6eoo6fDP,Ugxt73ftqWvOwoje3Xd4AaABAg,@SATWANTKAURMEHTA,UCJyyvyxjcNXd-cDss3bYmBA,Nepotism or family effort?,no,2025-09-19T07:16:00Z,2025-09-19 03:16:00,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugxt73ftqWvOwoje3Xd4AaABAg.AN-FivgX3KrANQ45Ji7lha,Ugxt73ftqWvOwoje3Xd4AaABAg,@deeshar-r,UCJWOeg1v2jAtWjAC-0h3GAQ,​@SATWANTKAURMEHTAhis efforts,NA,2025-09-23T13:25:11Z,2025-09-23 09:25:11,3
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgxFmrlcqNUYOFYTbjt4AaABAg.AMyaSXmRYODAN-62ZRSq2u,UgxFmrlcqNUYOFYTbjt4AaABAg,@slomob,UCVkU0sdq5i9gKlrM_xI7avA,Teaser mein tha,de,2025-09-13T02:02:47Z,2025-09-12 22:02:47,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgxBPefsmx9qvBBsNgd4AaABAg.AMu1tTmMaaWAMvpNZSyxsC,UgxBPefsmx9qvBBsNgd4AaABAg,@hmsharonsharker5405,UCyvnM_LxKsSPdNIufrGXaxQ,main bhi Yahi poochhne wala tha... 😮,hi-Latn,2025-09-11T10:11:24Z,2025-09-11 06:11:24,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgwjcN_m5nysxVXcwi54AaABAg.AMtUm2-oQiBAMtYWh2Tkrt,UgwjcN_m5nysxVXcwi54AaABAg,@ankit029k,UCzZW-h7uA5gyUPtEeDNp03Q,Bhai har cheez pe hate na failaya karo,hi-Latn,2025-09-10T12:56:53Z,2025-09-10 08:56:53,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzPefqW3bdg200EK8V4AaABAg.AMtAeZCYmMPAMtYi9C3lN4,UgzPefqW3bdg200EK8V4AaABAg,@ankit029k,UCzZW-h7uA5gyUPtEeDNp03Q,Bruh this show is ironical hate something after knowing about it its still far far better than ur cheap movies,en,2025-09-10T12:58:35Z,2025-09-10 08:58:35,1
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzPefqW3bdg200EK8V4AaABAg.AMtAeZCYmMPANCPWZ92ziF,UgzPefqW3bdg200EK8V4AaABAg,@mindflayer74,UCbb0D8rxP9bG2K6fn4-km2g,Mind your business! If you don't like it! Just don't see this! Okay or go to hell!😂,en,2025-09-18T06:03:02Z,2025-09-18 02:03:02,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgwHKE6BXyeEsj5KOjh4AaABAg.AMt8TzdEuLvAMtYjb8EKRr,UgwHKE6BXyeEsj5KOjh4AaABAg,@ankit029k,UCzZW-h7uA5gyUPtEeDNp03Q,Arshad Warsi i guess,fil,2025-09-10T12:58:47Z,2025-09-10 08:58:47,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgwEXMYPzY2CgD9LRFd4AaABAg.AMt0HcaqoA8AMt2b2AQ-fY,UgwEXMYPzY2CgD9LRFd4AaABAg,@imranrashid1341,UCirumQOiQnFH9yufmTELh6Q,😂😂,ja,2025-09-10T08:17:59Z,2025-09-10 04:17:59,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugzq7BakVI0v1mstK-d4AaABAg.AMsoyeUvrfqAMstCNlIRP-,Ugzq7BakVI0v1mstK-d4AaABAg,@sbz7143,UC9wypoNXC_N_IZk2fCud3bw,But its not SRK.. it's arshad warsi,en,2025-09-10T06:47:06Z,2025-09-10 02:47:06,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugxmc3-tqfdgAppgyUJ4AaABAg.AMrlHor1QOEAMsP2t-hSme,Ugxmc3-tqfdgAppgyUJ4AaABAg,@ThakurAlok-m4s,UCmOwkEFbn9IdSXDqte-bFRQ,Are bhai youtube par search kar ye movie pata chal jayega😂😂,hi-Latn,2025-09-10T02:14:56Z,2025-09-09 22:14:56,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzXneLMuzASfN2DOEd4AaABAg.AMrimZfC_u6AMru8aLgLzV,UgzXneLMuzASfN2DOEd4AaABAg,@beabillionaire6053,UC3kQMl037qvZAF75AFHHB6A,Tatti banaiga toh views kaha se milega 😂😂,hi-Latn,2025-09-09T21:36:05Z,2025-09-09 17:36:05,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzXneLMuzASfN2DOEd4AaABAg.AMrimZfC_u6AMsNVnWWruJ,UgzXneLMuzASfN2DOEd4AaABAg,@07unarmed,UCba7s7dsX-AZ2Rw57r1mohQ,@beabillionaire6053😂,fi,2025-09-10T02:01:24Z,2025-09-09 22:01:24,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugy1iUArHMNkIY3aEnl4AaABAg.AMre5iEzqadAMre9jwTVhJ,Ugy1iUArHMNkIY3aEnl4AaABAg,@Berlin07-q2i,UCa74O7r_DtidyG1xcvoW1_A,Shayd arjun Kapoor ne khud paisa diya hoga,hi-Latn,2025-09-09T19:16:26Z,2025-09-09 15:16:26,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzJBFY6HMs1nUQbe2R4AaABAg.AMr2_302pZzANMpAchc7d-,UgzJBFY6HMs1nUQbe2R4AaABAg,@imranrashid1341,UCirumQOiQnFH9yufmTELh6Q,Right,NA,2025-09-22T07:08:22Z,2025-09-22 03:08:22,1
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugzj84eetuVDfRLUyLx4AaABAg.AMqiuXl4T2lAN-clpXE_1X,Ugzj84eetuVDfRLUyLx4AaABAg,@imranrashid1341,UCirumQOiQnFH9yufmTELh6Q,❤❤🎉,ja,2025-09-13T06:57:28Z,2025-09-13 02:57:28,1
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugzj84eetuVDfRLUyLx4AaABAg.AMqiuXl4T2lANkyeGDX3YW,Ugzj84eetuVDfRLUyLx4AaABAg,@nanditaarora1898,UCoqSYpzW4gIbsx3o6FnsbUA,The plot twist was so unexpected. It's superb 👍.,en,2025-10-02T01:32:13Z,2025-10-01 21:32:13,1
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgwQDRfID2dnuOCIKlZ4AaABAg.AMqY9if1bPJAN52_Im-K2F,UgwQDRfID2dnuOCIKlZ4AaABAg,@imranrashid1341,UCirumQOiQnFH9yufmTELh6Q,Right,NA,2025-09-15T09:27:53Z,2025-09-15 05:27:53,4
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgwQDRfID2dnuOCIKlZ4AaABAg.AMqY9if1bPJAPXm8wd7F7D,UgwQDRfID2dnuOCIKlZ4AaABAg,@Firdous.Fatima07,UCB8Kbb_7dlU7h8MX7TjfKUw,💯 right😂,NA,2025-11-15T06:16:22Z,2025-11-15 01:16:22,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzfbowGOjyqyV8-Ngd4AaABAg.AMqVULHOO38AMqmJYBV1J_,UgzfbowGOjyqyV8-Ngd4AaABAg,@giftis5128,UCz6cmM3je-5ZALVOUrs6dKQ,Who,NA,2025-09-09T11:08:26Z,2025-09-09 07:08:26,2
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzfbowGOjyqyV8-Ngd4AaABAg.AMqVULHOO38AMu6EAl_Cre,UgzfbowGOjyqyV8-Ngd4AaABAg,@khaninas1801,UC9wl9EJHHMMUzibcnlhfHjw,​@giftis5128From Aryan Khan,jv,2025-09-10T18:08:56Z,2025-09-10 14:08:56,1
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgzfbowGOjyqyV8-Ngd4AaABAg.AMqVULHOO38AN7s1468dq4,UgzfbowGOjyqyV8-Ngd4AaABAg,@redboots84,UCD0Bjt20y9xg4mCDeH5K-Pw,Unemployment,de,2025-09-16T11:44:40Z,2025-09-16 07:44:40,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgxgFfwDPkXbJ5IBz-V4AaABAg.AMqUpmOfNV6AMsHHCDki1a,UgxgFfwDPkXbJ5IBz-V4AaABAg,@blastedcontroller,UCJbxuihum1BgGlyhm2CpR5A,abay woh Gian hai,jv,2025-09-10T01:06:59Z,2025-09-09 21:06:59,10
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgxgFfwDPkXbJ5IBz-V4AaABAg.AMqUpmOfNV6AMsZHJwKaY_,UgxgFfwDPkXbJ5IBz-V4AaABAg,@Gaming_with_Maahi,UCVqLEZUh2zzeLLEYiwaWe-g,Yah hai jiyan😂😂😂😂😂,hi-Latn,2025-09-10T03:44:17Z,2025-09-09 23:44:17,6
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgxgFfwDPkXbJ5IBz-V4AaABAg.AMqUpmOfNV6AMu4iFMPQnI,UgxgFfwDPkXbJ5IBz-V4AaABAg,@anillekhwar3209,UC90kacSNgvDnrJMRPhWf-yA,Lagta hai singing mein comeback hi nahi ho paa raha hai,hi-Latn,2025-09-10T17:55:42Z,2025-09-10 13:55:42,6
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,UgwyaUDBFwULzwFUjG14AaABAg.AMqUYdqWBL3AMrTCLFhKQZ,UgwyaUDBFwULzwFUjG14AaABAg,@abhaykantwa1620,UClnVcer6PAy8JpipceF8Meg,Iss boxing match ki wajah se hi vo patla hua hai😂,NA,2025-09-09T17:31:56Z,2025-09-09 13:31:56,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugz4TMYN_gBSJfOzHcV4AaABAg.AMqPrckweoAAMqRZZvc2sM,Ugz4TMYN_gBSJfOzHcV4AaABAg,@JayantaDutta-n1j,UCu8yNs3YfCvUqnCh1FPEtLA,Badhshah O Badshah,hi-Latn,2025-09-09T07:58:23Z,2025-09-09 03:58:23,1
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugz4TMYN_gBSJfOzHcV4AaABAg.AMqPrckweoAAMqRfXojJX7,Ugz4TMYN_gBSJfOzHcV4AaABAg,@Rathinmanohar,UCy_wxqqHwO1BwMuLcEymgnA,👑,ja,2025-09-09T07:59:20Z,2025-09-09 03:59:20,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugz4TMYN_gBSJfOzHcV4AaABAg.AMqPrckweoAAMqRiPrUZSj,Ugz4TMYN_gBSJfOzHcV4AaABAg,@SonuMishra-k8t,UCPCHvoCAk4ZH_HBeAwawEkQ,Rapper Badshah 🔥,NA,2025-09-09T07:59:44Z,2025-09-09 03:59:44,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugz4TMYN_gBSJfOzHcV4AaABAg.AMqPrckweoAAMqhnu-k3dW,Ugz4TMYN_gBSJfOzHcV4AaABAg,@imranrashid1341,UCirumQOiQnFH9yufmTELh6Q,Right,NA,2025-09-09T10:29:02Z,2025-09-09 06:29:02,0
dOZTeEG3yBQ,"The Ba***ds Of Bollywood | Official Trailer | Aryan Khan | Bobby D, Lakshya, Raghav, Sahher",UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-09-08T09:30:00Z,Ugz4TMYN_gBSJfOzHcV4AaABAg.AMqPrckweoAAMw2bsmy5F-,Ugz4TMYN_gBSJfOzHcV4AaABAg,@KAILASHKUMAR-ct2mn,UC1_ie16RfF1Amm8oALKFdFA,Ghante ka baadhshaah😂😂😂,so,2025-09-11T12:15:50Z,2025-09-11 08:15:50,0
