timestamp,event_name,user_id,post_id,reply_to_post_id,reply_depth,comment_sentiment,reply_sentiment,topic_similarity,topic_entropy,platform,source_type,is_elite_source,cluster_id
2025-12-01 11:57:09+00:00,EPL Match,@stickmancomedy-i8l,UgwWTUoqypTYOI2y-jR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 11:45:17+00:00,EPL Match,@steamynoodle2010,Ugy2D0YB_oXzuTdJqQt4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 11:37:40+00:00,EPL Match,@timbayer9724,UgytbfIy30rOtevcgHh4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 11:08:41+00:00,EPL Match,@MdRafi-ie9ms,UgzRbfMqFqUZYw26Oah4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 10:54:31+00:00,EPL Match,@betweenlamppost,UgwYfqv7wMJpw4jbMQx4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 10:33:53+00:00,EPL Match,@4rled,UgwnEKQsEErpOpdkf5R4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 10:01:35+00:00,EPL Match,@coreyrowe4119,Ugz3UGDM6uanKIYhKNF4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 09:46:11+00:00,EPL Match,@ml989,UgyvL80ecj65_d9jOAh4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 08:03:07+00:00,EPL Match,@fredymendez855,UgwHmAmqfTEK29Ly9Ol4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 07:52:35+00:00,EPL Match,@lumenmobileautodetailing4384,UgwdPlDJRgCoSyUtUKp4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 07:24:56+00:00,EPL Match,@saiayincoby4675,UgzGVH3--NIwp5gmz9Z4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 07:16:18+00:00,EPL Match,@christophebuisson7536,Ugz3iS5LN-YjVgaW1Wt4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 07:15:06+00:00,EPL Match,@kakadinh24,UgyVuS5pJ-rquGa9EXV4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 06:27:07+00:00,EPL Match,@unclegrandpah8400,UgzlWwOft0OjlcIIhb54AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 05:33:29+00:00,EPL Match,@Troothbomb,UgwpuflPb-I8Cm4UDp54AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 05:09:09+00:00,EPL Match,@FrankSmith-p2r,Ugx04r1wgWC7N7Al5H54AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 05:07:14+00:00,EPL Match,@saltamonte777,Ugy1GC6l0cjjxvP_cSR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 05:01:59+00:00,EPL Match,@MasterHalochief23,UgxeWW1pF_mzPJbmdQd4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 04:48:31+00:00,EPL Match,@The757bowler,UgzMwEF4fUxIMnzFxph4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 04:44:20+00:00,EPL Match,@MoviesUnderTheSurface,Ugx0PCscoHwlR8tC03V4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 04:35:01+00:00,EPL Match,@ntatesebata,Ugz8s3s1Xw3pfGPkuBJ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 04:09:46+00:00,EPL Match,@DKT-e7f,UgzTicyk73yZIR0Wo214AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 04:02:18+00:00,EPL Match,@harrietchubman8270,UgwU0VQKImxLBg9SF4x4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 04:00:01+00:00,EPL Match,@LuciferAngelofDeath,Ugyon98oEVokStl0A7d4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:57:22+00:00,EPL Match,@ComptechTypeS,UgyP-VWCNndyRDW4hUd4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:55:58+00:00,EPL Match,@KingOfNaraka,UgwmIxpiVl7VWwvqAAR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:49:24+00:00,EPL Match,@itsBozzWorld,UgzHdkFZCDmo1PjLi3l4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:40:01+00:00,EPL Match,@ProXiMusliM,UgxdADo1aNMqV5zxVrx4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:34:50+00:00,EPL Match,@UberVilla,UgxirApjW93RTbiTn-V4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:33:38+00:00,EPL Match,@evanpiepenbrink4252,Ugx5fK-h0FeIKjaoKPR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:21:31+00:00,EPL Match,@v.t.slmcorp3358,UgwgnIWAHBtECY69GGl4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:19:03+00:00,EPL Match,@martinsinister6759,Ugx9APa097yRuVGR9A54AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:18:55+00:00,EPL Match,@FG19ZGoals,Ugx-JtGlhqnn3G8LZEN4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:18:46+00:00,EPL Match,@americandreemdreamer8901,UgxP9e61ecvN0CbkO0F4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:11:28+00:00,EPL Match,@pietrekbies922,UgwUbFTqge5eX0ESFXB4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:10:33+00:00,EPL Match,@greggzuman4407,Ugw73WunNdqsyioLhGx4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:09:55+00:00,EPL Match,@Sk2hun,UgwBpQ43tEOZ-MlOR9t4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:05:51+00:00,EPL Match,@MarkHiew,Ugy08Bu0mXMX0HCtOC94AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:03:29+00:00,EPL Match,@thedbfman,UgxG3XGuk9_s6dOSNcl4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 03:02:42+00:00,EPL Match,@HeyGio_3,Ugy1_CBuClHYBUP25zl4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:51:33+00:00,EPL Match,@parsathagreat8933,Ugzjltllza8A0Bd7aZN4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:51:19+00:00,EPL Match,@garytucker3563,Ugyt9dl16B-CkEJQv1B4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:49:10+00:00,EPL Match,@reginaceliawitkoski9457,Ugy75_vhgNLgZ7cfcTB4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:44:26+00:00,EPL Match,@JomerTB,UgwWjIO1Civ5PymkC-t4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:32:57+00:00,EPL Match,@Kiatch9,Ugz9yPQiEbK5yiBOBQR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:30:50+00:00,EPL Match,@unsuenoguajiro8486,Ugw2Yjju4y372BkJUPV4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:25:53+00:00,EPL Match,@ErikAsbjorn,Ugyb--pRv_oC3f_4hfR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:23:07+00:00,EPL Match,@sundayolarewaju9180,Ugyggcc4-SS1LL-O04Z4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:15:50+00:00,EPL Match,@redeyejedi34,UgzVHebeFfJN9KPMulN4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:14:43+00:00,EPL Match,@mokaLARE,Ugy-YWLjoiqzp3bQllV4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:06:08+00:00,EPL Match,@MoPancakez,Ugz-ORRY1VPM5zttIfJ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 02:00:37+00:00,EPL Match,@amenemhurt8817,Ugw-2USFomKM_cbI0tR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:57:19+00:00,EPL Match,@GeekHazu,Ugyi_Xl2NwO5U489S9N4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:47:51+00:00,EPL Match,@joelbennett9014,UgypH7AsaUA-7V_Sisx4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:43:31+00:00,EPL Match,@charliespleen,UgyQguZjdYY9xIuYSW14AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:42:32+00:00,EPL Match,@stevenecheverria5032,Ugx0IOp8XQ6NwiSrjPR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:35:50+00:00,EPL Match,@cbreezy1717,UgyHNpk8RuPd_8yLvXZ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:33:23+00:00,EPL Match,@Blablabla-g5k,UgwZ2EeEAB99pGlnb0x4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:30:27+00:00,EPL Match,@eddiek.5125,UgzhqIJkoHlCFB2YjAJ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:29:32+00:00,EPL Match,@whiteganser,UgzuiIDiaUXP_XGNPw54AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:27:04+00:00,EPL Match,@arthur_tttt,Ugy3D3UZ2eLPpMIpvGB4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:25:36+00:00,EPL Match,@WhiteStorm-c2g,Ugw1FmOW0aV_i0sNfeh4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:23:56+00:00,EPL Match,@charliespleen,Ugy1w8wbq_YUbysjZzp4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:23:43+00:00,EPL Match,@MavericĸX,Ugz7dZVJ2mHnsSUJrgh4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:17:36+00:00,EPL Match,@FrankTalby88,Ugz9fKtH1jkjsmLhUOB4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:14:20+00:00,EPL Match,@ANTFREEFIRE-edits,UgzRD1cgOW4PPSNmgjp4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:11:18+00:00,EPL Match,@ANTFREEFIRE-edits,UgxAopzf6QdG7IuU3WR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:10:54+00:00,EPL Match,@YenewerkMamo,UgwK4qvUtjUUt-3QTkF4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:10:14+00:00,EPL Match,@guvenbuyukpolat4251,Ugyi6nWyDu4RL6raCzN4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:04:50+00:00,EPL Match,@robertc9652,UgzJZ-UtVWkUwhKdhlR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 01:01:31+00:00,EPL Match,@froggtyj,UgzX1JcQ8bF-Hu4OC6Z4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:58:38+00:00,EPL Match,@peteryellman2036,UgxT7b3NbwaTmTr0ve94AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:58:26+00:00,EPL Match,@servemdee6636,UgyWy1-vLkXBDPuk-eJ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:55:54+00:00,EPL Match,@Mr.FactznoCap,UgwZNRt4JjrS4wGD5z94AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:54:20+00:00,EPL Match,@andreotshudi,UgyG92FQ8WKI0vtqIM14AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:50:02+00:00,EPL Match,@mrraymond,UgzAwVpxOr_2OSepJTV4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:46:36+00:00,EPL Match,@juanjoseespinozaflores8720,UgyZv2mnY7xBc-cU7_14AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:41:35+00:00,EPL Match,@Fn25677,UgyoGULhgku30NpAaHt4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:39:44+00:00,EPL Match,@Fn25677,Ugza6RZbWdggJLCFbA54AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:35:53+00:00,EPL Match,@Moemoki,UgwQ3oIvWKhvgxCneGJ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:33:19+00:00,EPL Match,@lennyhuynh1502,Ugw5RrEkZpCM6dfMYeZ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:32:28+00:00,EPL Match,@why4654,UgxOlk7OG1P3qHSgf154AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:29:04+00:00,EPL Match,@oscarfernandez7386,Ugzm95oPeEfL4CyHpuJ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:19:04+00:00,EPL Match,@KevinDixon,UgwJUtx5FUl924mKsi94AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:18:24+00:00,EPL Match,@kaizeremm,Ugw2XdGiTPxkoeUXOjF4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:14:55+00:00,EPL Match,@starmkd18,UgygLuBQ6uD2Jy--AEp4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:13:08+00:00,EPL Match,@jovobeck9565,UgyJXPguy9SLUut9N-d4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:11:17+00:00,EPL Match,@mvbasten,UgwmRr7ox8BcGXb8XTh4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:10:34+00:00,EPL Match,@gabekcpoku9757,UgzlvrP2ZHKVeGEoNXR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:05:54+00:00,EPL Match,@DyanBermeo,Ugws4gWT0T0k54KKojl4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-12-01 00:05:51+00:00,EPL Match,@davidhollywood3923,UgxyFS-07w-0B2ecqvt4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:49:19+00:00,EPL Match,@chrisborjas8168,Ugyw4ht1vgnyLcsRALN4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:49:00+00:00,EPL Match,@brandonstoltz7530,Ugw6cYarU9_lsq4Tv2F4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:48:56+00:00,EPL Match,@AndrewSunada,UgzfG4Upz2W8kOcFfDp4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:42:53+00:00,EPL Match,@jaelynagu2238,UgzlzKubThsJaPIiPyB4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:36:44+00:00,EPL Match,@profeitbabidi7523,UgxafqrWQXkVwB5RUop4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:34:16+00:00,EPL Match,@BecoTricic-mr3kz,UgzuUwGPX0FsczIzNoZ4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:25:22+00:00,EPL Match,@jorgevazquez2795,Ugx3PXMpOkUahX2TRqR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:24:13+00:00,EPL Match,@filipgrodzicki9407,UgzOa2ptPuiLwnf1-kR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:22:09+00:00,EPL Match,@paulbantick8266,UgzQfc1kOimr4N7N9kN4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:18:58+00:00,EPL Match,@facundocampazzomvp4942,UgwHabbE22ZNkgkC3Fx4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:17:36+00:00,EPL Match,@teacheradam322,UgxDpWNKIidJJqwzGxx4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:17:18+00:00,EPL Match,@chrishoff1302,UgzR5T7oxtvEU4yARRB4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:15:16+00:00,EPL Match,@اسامةالشمري-ه6م,UgxvRPLrHFxuDABmkE14AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:11:38+00:00,EPL Match,@ogkush09,UgxixH6scO8fpw3Culd4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:09:54+00:00,EPL Match,@BarrendMhlambeni,UgxXvy_Q3q55K7NMjmR4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:09:14+00:00,EPL Match,@soroerk,Ugz5VJMyaMXW5aC8NWF4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:07:16+00:00,EPL Match,@davensthekey,UgwYWVS4WEDo1rJLaWx4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:07:02+00:00,EPL Match,@im4142,Ugz_QIYok7R4XP1kl_B4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:05:50+00:00,EPL Match,@tiosilvia2370,Ugw3oWzJXjI5xvrlXF54AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:02:49+00:00,EPL Match,@dumafuji,UgwbOMBhQwuS97aonZl4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
2025-11-30 23:02:35+00:00,EPL Match,@BasicallyMatt,UgzNd59F6GFcootzuod4AaABAg,,0,0.0,0.0,0.5,0.5,YouTube,public,0,Cluster 1
