video_id,date,comments,replies,users,avg_reply_depth,volume_total,reply_ratio,bridging,centralization,modularity,replies_volatility,reply_ratio_volatility,bridging_volatility,centralization_volatility,activity_level,perspective_proxy,network_level,temporal_instability,layer_divergence,reply_ratio_lead,bridging_lead,centralization_lead,modularity_lead,temporal_instability_lead,activity_level_lead,network_level_lead,fragmentation_next,entrenchment_next,rebound_next
1bH6fo1Qq5E,2025-10-30 00:00:00+00:00,3,2,5,0.4,5,0.6666666666666666,0.016666666666666666,0.0,0.0,103.10771067189883,0.22592328776522266,0.006716747449832286,0.0,0.9755071270099334,1.9539787612657946,0.4217059735912956,1.6685491095805645,1.0972636195583585,2.0,0.08333333333333333,0.0,0.0,2.517861219556299,3.4650069783001016,1.6407060087092071,0,0,0
1bH6fo1Qq5E,2025-10-31 00:00:00+00:00,1,2,2,0.6666666666666666,3,2.0,0.08333333333333333,0.0,0.0,96.23211027312581,0.6867034003007351,0.03098703503378388,0.0,3.4650069783001016,5.194739780597687,1.6407060087092071,2.517861219556299,2.5133779160536385,0.0,0.0,0.0,0.0,2.5770030964762416,-0.28589946693911594,0.11695596481181773,1,1,0
1bH6fo1Qq5E,2025-11-01 00:00:00+00:00,2,0,2,0.0,2,0.0,0.0,0.0,0.0,97.71703560597327,0.7133212864923832,0.031044993720586986,0.0,-0.28589946693911594,-0.40933458228989394,0.11695596481181773,2.5770030964762416,0.38923449083275835,0.0,0.0,0.0,0.0,1.1111903763174622,-0.2900636340151073,0.11695596481181773,1,1,0
1bH6fo1Qq5E,2025-11-02 00:00:00+00:00,1,0,1,0.0,1,0.0,0.0,0.0,0.0,1.864454471471282,0.7301564536783295,0.03104571082418731,0.0,-0.2900636340151073,-0.40933458228989394,0.11695596481181773,1.1111903763174622,0.3902444758952251,0.0,0.0,0.0,0.0,1.11030761953487,-0.2900636340151073,0.11695596481181773,1,1,0
1bH6fo1Qq5E,2025-11-04 00:00:00+00:00,0,1,1,1.0,1,0.0,0.0,0.0,0.0,1.397276262011105,0.7349649957471069,0.03104571082418731,0.0,-0.2900636340151073,2.376663544796639,0.11695596481181773,1.11030761953487,2.0316969218761725,,,,,,,,0,0,0
2DpmeXKZZNo,2025-11-28 00:00:00+00:00,23,9,24,0.28125,32,0.391304347826087,0.0013175230566534913,0.0,0.12244897959183669,0.0,0.0,0.0,0.0,0.5720838171551696,1.1072856627677377,-0.027735121506371533,-0.32716305613430496,0.8030143119227641,0.5,0.0005952380952380953,0.0,0.64,-0.32716305613430496,0.7049202745895784,-0.7543273392688848,0,0,0
2DpmeXKZZNo,2025-11-29 00:00:00+00:00,10,5,13,0.3333333333333333,15,0.5,0.0005952380952380953,0.0,0.64,0.0,0.0,0.0,0.0,0.7049202745895784,1.4560170296130903,-0.7543273392688848,-0.32716305613430496,1.5894623999963766,0.13636363636363635,0.0003846153846153846,0.0,0.0,-0.025488403105805968,0.06533607659254201,0.12398865732211338,0,0,0
2DpmeXKZZNo,2025-11-30 00:00:00+00:00,22,3,25,0.12,25,0.13636363636363635,0.0003846153846153846,0.0,0.0,3.0550504633038935,0.1866551705334244,0.0004892808014941349,0.0,0.06533607659254201,0.18044489374434633,0.12398865732211338,-0.025488403105805968,0.08139916388450492,0.0,0.0,0.0,0.0,0.04305015350513274,-0.2109444595712712,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-01 00:00:00+00:00,20,0,20,0.0,20,0.0,0.0,0.0,0.0,3.774917217635375,0.22926604816077104,0.0005533593321088577,0.0,-0.2109444595712712,-0.40933458228989394,0.11695596481181773,0.04305015350513274,0.3758807741254927,0.09302325581395349,1.9272278754239903e-05,0.0,0.625,0.011692128276053856,0.07575513418576231,-0.7441830800040595,0,0,0
2DpmeXKZZNo,2025-12-02 00:00:00+00:00,43,4,45,0.0851063829787234,47,0.09302325581395349,1.9272278754239903e-05,0.0,0.625,3.271085446759225,0.2116469282720315,0.0005396997922450085,0.0,0.07575513418576231,0.0020387239972049966,-0.7441830800040595,0.011692128276053856,0.6415033813854202,0.15,9.636139377119952e-05,0.0,0.6111111111111112,-0.01916226996151601,0.17832955526674654,-0.7236292513077432,0,0,0
2DpmeXKZZNo,2025-12-03 00:00:00+00:00,40,6,44,0.13043478260869565,46,0.15,9.636139377119952e-05,0.0,0.6111111111111112,3.0166206257996713,0.191707114544624,0.0005054354458697724,0.0,0.17832955526674654,0.23506214862711317,-0.7236292513077432,-0.01916226996151601,0.7606658215484041,0.2222222222222222,0.0001716001716001716,0.0,0.6666666666666667,-0.04492632496024761,0.2594944099903085,-0.7988305269660003,0,0,0
2DpmeXKZZNo,2025-12-04 00:00:00+00:00,27,6,32,0.18181818181818182,33,0.2222222222222222,0.0001716001716001716,0.0,0.6666666666666667,2.811540841738193,0.17504833530820843,0.00046955512906158225,0.0,0.2594944099903085,0.5135152292995311,-0.7988305269660003,-0.04492632496024761,0.9843491306127539,0.12,0.0,0.0,0.6666666666666666,-0.08136511643879864,0.04717341372645339,-0.801968236194103,0,1,0
2DpmeXKZZNo,2025-12-05 00:00:00+00:00,25,3,28,0.10714285714285714,28,0.12,0.0,0.0,0.6666666666666666,2.1157009420498154,0.15829363583097725,0.00022802862743043494,0.0,0.04717341372645339,0.11396975373059959,-0.801968236194103,-0.08136511643879864,0.7221370354845075,0.391304347826087,0.00045836516424751714,0.0,0.6666666666666666,-0.11778989520781069,0.5720838171551696,-0.7935870289243847,0,0,0
2DpmeXKZZNo,2025-12-06 00:00:00+00:00,23,9,30,0.28125,32,0.391304347826087,0.00045836516424751714,0.0,0.6666666666666666,2.878491668515698,0.12227748093568559,0.0001891417744802688,0.0,0.5720838171551696,1.1072856627677377,-0.7935870289243847,-0.11778989520781069,1.3862196633770565,0.2608695652173913,6.720430107526882e-05,0.0,0.7222222222222221,-0.1117810349348822,0.3152385586556807,-0.8773164222640338,0,0,0
2DpmeXKZZNo,2025-12-07 00:00:00+00:00,23,6,28,0.20689655172413793,29,0.2608695652173913,6.720430107526882e-05,0.0,0.7222222222222221,2.853569193634026,0.12738671013245131,0.00016296223475147884,0.0,0.3152385586556807,0.6557843378572458,-0.8773164222640338,-0.1117810349348822,1.1385014640501299,0.1,0.0,0.0,0.5,-0.1448266314624312,-0.015279011511127117,-0.5722371859426227,0,1,0
2DpmeXKZZNo,2025-12-08 00:00:00+00:00,20,2,21,0.09090909090909091,22,0.1,0.0,0.0,0.5,2.3401261667248794,0.1084595411021322,0.00016296223475147884,0.0,-0.015279011511127117,0.03127508862613404,-0.5722371859426227,-0.1448266314624312,0.47490236114413,0.11538461538461539,0.0,0.0,0.6666666666666666,-0.1471840674603712,0.04269125246822195,-0.801968236194103,0,1,0
2DpmeXKZZNo,2025-12-09 00:00:00+00:00,26,3,28,0.10344827586206896,29,0.11538461538461539,0.0,0.0,0.6666666666666666,2.4494897427831783,0.10537628128000355,0.00016502083246519884,0.0,0.04269125246822195,0.09503032886773197,-0.801968236194103,-0.1471840674603712,0.7119914457418349,0.0,0.0,0.0,0.0,-0.10745837049327056,-0.24842196325519358,0.11695596481181773,0,1,0
2DpmeXKZZNo,2025-12-10 00:00:00+00:00,11,0,11,0.0,11,0.0,0.0,0.0,0.0,3.0237157840738185,0.1285735821161968,0.00017060020953734752,0.0,-0.24842196325519358,-0.40933458228989394,0.11695596481181773,-0.10745837049327056,0.3813902818425275,0.0,0.0,0.0,0.0,-0.08724276886871472,-0.22760112787523668,0.11695596481181773,0,1,0
2DpmeXKZZNo,2025-12-11 00:00:00+00:00,16,0,16,0.0,16,0.0,0.0,0.0,0.0,3.251373336211727,0.14116248472958706,0.00017085792136206816,0.0,-0.22760112787523668,-0.40933458228989394,0.11695596481181773,-0.08724276886871472,0.37803367510626995,0.6666666666666666,0.0,0.0,0.5,0.047494342383563946,0.9755071270099334,-0.5722371859426227,1,1,0
2DpmeXKZZNo,2025-12-12 00:00:00+00:00,3,2,5,0.4,5,0.6666666666666666,0.0,0.0,0.5,3.2877840272018806,0.24244113605210663,0.00017085792136206816,0.0,0.9755071270099334,1.9539787612657946,-0.5722371859426227,0.047494342383563946,1.8013593209250283,0.1,0.0,0.0,0.0,0.01389825587134473,-0.06108484934703226,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-13 00:00:00+00:00,10,1,11,0.09090909090909091,11,0.1,0.0,0.0,0.0,2.0816659994661344,0.2327795122308007,2.5400838239866557e-05,0.0,-0.06108484934703226,0.03127508862613404,0.11695596481181773,0.01389825587134473,0.12592339231016575,0.16666666666666666,0.0,0.0,0.0,-0.005367573591628108,0.04714989162110976,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-14 00:00:00+00:00,6,1,6,0.14285714285714285,7,0.16666666666666666,0.0,0.0,0.0,1.1126972805283775,0.22986527607652585,0.0,0.0,0.04714989162110976,0.3008936733313082,0.11695596481181773,-0.005367573591628108,0.18537518282868065,0.0,0.0,0.0,0.0,0.005390819168375846,-0.26507863155915906,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-15 00:00:00+00:00,7,0,7,0.0,7,0.0,0.0,0.0,0.0,1.1547005383792557,0.2374939340510848,0.0,0.0,-0.26507863155915906,-0.40933458228989394,0.11695596481181773,0.005390819168375846,0.3845958710621589,0.5,0.0,0.0,0.0,0.04280664890265145,0.6549502696776819,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-16 00:00:00+00:00,2,1,3,0.3333333333333333,3,0.5,0.0,0.0,0.0,0.7559289460184612,0.27041023117051827,0.0,0.0,0.6549502696776819,1.4560170296130903,0.11695596481181773,0.04280664890265145,0.9529306307750905,0.0,0.0,0.0,0.0,0.042806648902651366,-0.24425779617920218,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-17 00:00:00+00:00,12,0,9,0.0,12,0.0,0.0,0.0,0.0,0.7559289460184612,0.2704102311705182,0.0,0.0,-0.24425779617920218,-0.40933458228989394,0.11695596481181773,0.042806648902651366,0.38066059528602453,0.0,0.0,0.0,0.0,0.042806648902651366,-0.26507863155915906,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-18 00:00:00+00:00,7,0,6,0.0,7,0.0,0.0,0.0,0.0,0.7559289460184612,0.2704102311705182,0.0,0.0,-0.26507863155915906,-0.40933458228989394,0.11695596481181773,0.042806648902651366,0.3845958710621589,0.25,0.0,0.0,0.5,-0.07197817427837243,0.21575665443921832,-0.5722371859426227,0,1,0
2DpmeXKZZNo,2025-12-19 00:00:00+00:00,8,2,9,0.2,10,0.25,0.0,0.0,0.5,0.7559289460184612,0.18376572387102352,0.0,0.0,0.21575665443921832,0.6162078278978159,-0.5722371859426227,-0.07197817427837243,0.8551212361855074,0.0,0.0,0.0,0.0,-0.06113483512968447,-0.26924279863515044,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-20 00:00:00+00:00,6,0,6,0.0,6,0.0,0.0,0.0,0.0,0.7867957924694499,0.19158901118370336,0.0,0.0,-0.26924279863515044,-0.40933458228989394,0.11695596481181773,-0.06113483512968447,0.3854680845864128,0.2222222222222222,0.0,0.0,0.0,-0.05479977638489194,0.16788273431849818,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-21 00:00:00+00:00,9,2,9,0.18181818181818182,11,0.2222222222222222,0.0,0.0,0.0,0.9511897312113472,0.19444444444444445,0.0,0.0,0.16788273431849818,0.5135152292995311,0.11695596481181773,-0.05479977638489194,0.30513090507203433,0.1111111111111111,0.0,0.0,0.0,-0.0673836598914285,-0.044433781544339065,0.11695596481181773,1,1,0
2DpmeXKZZNo,2025-12-22 00:00:00+00:00,9,1,10,0.1,10,0.1111111111111111,0.0,0.0,0.0,0.8997354108424428,0.18554858523802611,0.0,0.0,-0.044433781544339065,0.07741757920560527,0.11695596481181773,-0.0673836598914285,0.11896454413236358,0.0,0.0,0.0,0.0,-0.16367262069578611,-0.25258613033118493,0.11695596481181773,0,1,0
2DpmeXKZZNo,2025-12-23 00:00:00+00:00,10,0,9,0.0,10,0.0,0.0,0.0,0.0,0.9511897312113472,0.11226255234242725,0.0,0.0,-0.25258613033118493,-0.40933458228989394,0.11695596481181773,-0.16367262069578611,0.38214882669921096,0.07142857142857142,0.0,0.0,0.5,-0.17051556762642192,-0.03549056459124221,-0.5722371859426227,0,1,0
2DpmeXKZZNo,2025-12-24 00:00:00+00:00,28,2,29,0.06666666666666667,30,0.07142857142857142,0.0,0.0,0.5,1.0000000000000047,0.10652519255119967,0.0,0.0,-0.03549056459124221,-0.08978914959734319,-0.5722371859426227,-0.17051556762642192,0.41785219860584005,0.02702702702702703,0.0,0.0,0.0,-0.17674043502521702,-0.08535779979581525,0.11695596481181773,0,1,0
2DpmeXKZZNo,2025-12-25 00:00:00+00:00,37,1,37,0.02631578947368421,38,0.02702702702702703,0.0,0.0,0.0,0.8997354108424425,0.10300140139660716,0.0,0.0,-0.08535779979581525,-0.285387189695795,0.11695596481181773,-0.17674043502521702,0.28450110143466206,0.10714285714285714,0.0,0.0,0.6666666666666666,-0.20508829114476698,0.03557971459480677,-0.801968236194103,0,1,0
2DpmeXKZZNo,2025-12-26 00:00:00+00:00,28,3,31,0.0967741935483871,31,0.10714285714285714,0.0,0.0,0.6666666666666666,1.1126972805283777,0.079107513069804,0.0,0.0,0.03557971459480677,0.06099647601639498,-0.801968236194103,-0.20508829114476698,0.6944639842239029,0.5263157894736842,0.0026696329254727474,0.0,0.18,-0.022569739997508602,0.8125178541556054,-0.08233933001123267,0,0,0
2DpmeXKZZNo,2025-12-27 00:00:00+00:00,19,10,21,0.3448275862068966,29,0.5263157894736842,0.0026696329254727474,0.0,0.18,3.3523268393901042,0.17978751901827736,0.0010090264018043885,0.0,0.8125178541556054,1.5373392370932442,-0.08233933001123267,-0.022569739997508602,1.1473874785726985,0.7142857142857143,0.01515151515151515,0.0,0.22,0.17754696807906076,1.09386444602195,0.09075644100666196,0,0,0
2DpmeXKZZNo,2025-12-28 00:00:00+00:00,7,5,9,0.4166666666666667,12,0.7142857142857143,0.01515151515151515,0.0,0.22,3.436498771936899,0.28000311970863295,0.00564689999367879,0.0,1.09386444602195,2.0896202128639803,0.09075644100666196,0.17754696807906076,1.4134133148008023,,,,,,,,0,0,0
2kfGs7S1e0U,2025-09-24 00:00:00+00:00,10,2,12,0.16666666666666666,12,0.2,0.0015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.13041643163712047,0.4296726667075175,0.14466051106449754,-0.32716305613430496,0.2387391302178476,0.8260869565217391,0.0025288446341077916,0.0,0.7006172839506173,-0.32716305613430496,1.4282346788201323,-0.802525376519294,0,0,0
2kfGs7S1e0U,2025-09-25 00:00:00+00:00,23,19,34,0.4523809523809524,42,0.8260869565217391,0.0025288446341077916,0.0,0.7006172839506173,0.0,0.0,0.0,0.0,1.4282346788201323,2.3985653664926545,-0.802525376519294,-0.32716305613430496,2.321265029600152,0.3116883116883117,0.00012963635938599116,0.0,0.8015122873345936,0.3114197691550332,0.7102609610899876,-0.985467191641575,0,0,0
2kfGs7S1e0U,2025-09-26 00:00:00+00:00,77,24,94,0.2376237623762376,101,0.3116883116883117,0.00012963635938599116,0.0,0.8015122873345936,11.532562594670797,0.33393240880476255,0.0012043965523426262,0.0,0.7102609610899876,0.8365926621475167,-0.985467191641575,0.3114197691550332,1.4389065035005357,0.32456140350877194,6.332055303822471e-05,0.0,0.8179012345679012,0.2845810491975513,0.9425853935767542,-1.0092700765581202,0,0,0
2kfGs7S1e0U,2025-09-27 00:00:00+00:00,114,37,136,0.24503311258278146,151,0.32456140350877194,6.332055303822471e-05,0.0,0.8179012345679012,14.479871085982314,0.2793257151849435,0.0011865371975776512,0.0,0.9425853935767542,0.8813511766330739,-1.0092700765581202,0.2845810491975513,1.5692820150882567,0.14457831325301204,7.463029301001194e-06,0.0,0.8771266540642721,0.24356581867138566,0.7678127827325563,-1.091926938343994,0,0,0
2kfGs7S1e0U,2025-09-28 00:00:00+00:00,166,24,182,0.12631578947368421,190,0.14457831325301204,7.463029301001194e-06,0.0,0.8771266540642721,12.637246535539298,0.270566028958726,0.001130110224884978,0.0,0.7678127827325563,0.21342980999054054,-1.091926938343994,0.24356581867138566,1.3502997878296839,0.06711409395973154,1.4113110938931156e-06,0.0,0.84,0.2352763836090801,0.49360437064130275,-1.040862722631547,0,0,0
2kfGs7S1e0U,2025-09-29 00:00:00+00:00,149,10,157,0.06289308176100629,159,0.06711409395973154,1.4113110938931156e-06,0.0,0.84,12.192894105447921,0.2701798389407753,0.0010683729382569534,0.0,0.49360437064130275,-0.10838496764725752,-1.040862722631547,0.2352763836090801,1.0933884926061836,0.06837606837606838,9.99875015623047e-07,0.0,0.8163265306122449,0.2212264404363572,0.3543868365074208,-1.0082390598271835,0,0,0
2kfGs7S1e0U,2025-09-30 00:00:00+00:00,117,8,122,0.064,125,0.06837606837606838,9.99875015623047e-07,0.0,0.8163265306122449,11.92636135785325,0.26331246868271246,0.0010111962449666234,0.0,0.3543868365074208,-0.10293694905675832,-1.0082390598271835,0.2212264404363572,0.9807252911272388,0.04938271604938271,0.0,0.0,0.75,0.23121029343192595,0.15223855538454423,-0.9168337613198432,1,1,0
2kfGs7S1e0U,2025-10-01 00:00:00+00:00,81,4,82,0.047058823529411764,85,0.04938271604938271,0.0,0.0,0.75,11.50362261782493,0.2765221827149088,0.0009442740998989313,0.0,0.15223855538454423,-0.1857166330576811,-0.9168337613198432,0.23121029343192595,0.7728004449138248,0.12195121951219512,2.238071081137537e-05,0.0,0.72,0.011632565469074728,0.3173354649100607,-0.8750729409656012,0,0,0
2kfGs7S1e0U,2025-10-02 00:00:00+00:00,82,10,89,0.10869565217391304,92,0.12195121951219512,2.238071081137537e-05,0.0,0.72,11.870331162388094,0.11610682859670862,4.852644505339295e-05,0.0,0.3173354649100607,0.12195119609902985,-0.8750729409656012,0.011632565469074728,0.9044464142577732,0.07692307692307693,3.144802427787474e-06,0.0,0.7777777777777777,-0.014341457342328029,0.19966770552922405,-0.9550647669810409,0,0,0
2kfGs7S1e0U,2025-10-03 00:00:00+00:00,78,6,82,0.07142857142857142,84,0.07692307692307693,3.144802427787474e-06,0.0,0.7777777777777777,11.978154719162315,0.09551083310805528,2.304605819092156e-05,0.0,0.19966770552922405,-0.06622924383238013,-0.9550647669810409,-0.014341457342328029,0.8552069648064595,0.1,0.0,0.0,0.6666666666666666,-0.1727777351693208,0.030526826324778024,-0.801968236194103,0,1,0
2kfGs7S1e0U,2025-10-04 00:00:00+00:00,30,3,32,0.09090909090909091,33,0.1,0.0,0.0,0.6666666666666666,7.040698017343771,0.03393965459134327,8.066951525550432e-06,0.0,0.030526826324778024,0.03127508862613404,-0.801968236194103,-0.1727777351693208,0.6800350548249382,0.10344827586206896,0.0,0.0,0.6666666666666666,-0.24544777074848256,0.03282255972837841,-0.801968236194103,0,1,0
2kfGs7S1e0U,2025-10-05 00:00:00+00:00,29,3,31,0.09375,32,0.10344827586206896,0.0,0.0,0.6666666666666666,3.0937725468153725,0.025338107912925067,8.188237300853437e-06,0.0,0.03282255972837841,0.04564975651222162,-0.801968236194103,-0.24544777074848256,0.6869003982853507,0.0,0.0,0.0,0.0,-0.22046466732441394,-0.22760112787523668,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-06 00:00:00+00:00,16,0,16,0.0,16,0.0,0.0,0.0,0.0,3.3876526498728246,0.040751452315597556,8.279210940374073e-06,0.0,-0.22760112787523668,-0.40933458228989394,0.11695596481181773,-0.22046466732441394,0.37803367510626995,0.0,0.0,0.0,0.0,-0.20697850009397076,-0.24425779617920218,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-07 00:00:00+00:00,12,0,12,0.0,12,0.0,0.0,0.0,0.0,3.4982989063393544,0.04963402715522591,8.343731843233599e-06,0.0,-0.24425779617920218,-0.40933458228989394,0.11695596481181773,-0.20697850009397076,0.38066059528602453,0.037037037037037035,0.0,0.0,0.0,-0.2036901026840058,-0.1082470067010582,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-08 00:00:00+00:00,27,1,28,0.03571428571428571,28,0.037037037037037035,0.0,0.0,0.0,3.6384193323605674,0.05047417228537621,8.343731843233599e-06,0.0,-0.1082470067010582,-0.2404505329173786,0.11695596481181773,-0.2036901026840058,0.255560531212802,0.0625,5.0929462694168576e-05,0.0,0.0,-0.2366085241037326,-0.0355604243147911,0.11788721006400865,0,0,0
2kfGs7S1e0U,2025-10-09 00:00:00+00:00,32,2,34,0.058823529411764705,34,0.0625,5.0929462694168576e-05,0.0,0.0,2.1157009420497843,0.04335525972516502,1.9087438851318338e-05,0.0,-0.0355604243147911,-0.12836664332749703,0.11788721006400865,-0.2366085241037326,0.1758788703379396,0.047619047619047616,0.0,0.0,0.0,-0.2512246324457779,-0.11340797593921162,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-10 00:00:00+00:00,21,1,22,0.045454545454545456,22,0.047619047619047616,0.0,0.0,0.0,1.27241802056065,0.04220312657620301,1.9249527527852078e-05,0.0,-0.11340797593921162,-0.1934901543058838,0.11695596481181773,-0.2512246324457779,0.22793090573354124,0.09090909090909091,0.0,0.0,0.0,-0.25661529334427047,-0.07395132898996463,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-11 00:00:00+00:00,11,1,12,0.08333333333333333,12,0.09090909090909091,0.0,0.0,0.0,1.0690449676496327,0.04051736349596968,1.9249527527852078e-05,0.0,-0.07395132898996463,-0.006861604510111963,0.11695596481181773,-0.25661529334427047,0.1369640055273568,0.0,0.0,0.0,0.0,-0.26765272966565695,-0.26924279863515044,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-12 00:00:00+00:00,6,0,6,0.0,6,0.0,0.0,0.0,0.0,0.7559289460183604,0.03585525548014063,1.9249527527852078e-05,0.0,-0.26924279863515044,-0.40933458228989394,0.11695596481181773,-0.26765272966565695,0.3854680845864128,0.0,0.0,0.0,0.0,-0.26765272966565695,-0.26924279863515044,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-13 00:00:00+00:00,6,0,6,0.0,6,0.0,0.0,0.0,0.0,0.7559289460183604,0.03585525548014063,1.9249527527852078e-05,0.0,-0.26924279863515044,-0.40933458228989394,0.11695596481181773,-0.26765272966565695,0.3854680845864128,0.0,0.0,0.0,0.0,-0.26765272966565695,-0.26924279863515044,0.11695596481181773,0,1,0
2kfGs7S1e0U,2025-10-14 00:00:00+00:00,6,0,6,0.0,6,0.0,0.0,0.0,0.0,0.7559289460183604,0.03585525548014063,1.9249527527852078e-05,0.0,-0.26924279863515044,-0.40933458228989394,0.11695596481181773,-0.26765272966565695,0.3854680845864128,0.0,0.0,0.0,0.0,-0.2643290119649309,-0.23592946202721943,0.11695596481181773,0,1,0
