video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugyj3mgCDV8gG1Uw8-Z4AaABAg.APkCa_nB1TuAPkGE1oheuK,Ugyj3mgCDV8gG1Uw8-Z4AaABAg,@SageRunningfox12345,UCbtSDYVjGuWbeSeiXzEUFLg,Aye what about critters in those poisonous oaks in Alton IL. Hopi Owl Medicine to you grandma hope you could stop basing the attack of your grandson maybe next time don’t feel inspired enough from a PlayStation 2 game called silent hill 2 and suffocate your god damned Native American grandchild.,en,2025-11-20T11:58:04Z,2025-11-20 06:58:04,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzLuSv3GAVIV2iPaJh4AaABAg.ANX_rlvRAxtAPlFJ6Jsbta,UgzLuSv3GAVIV2iPaJh4AaABAg,@Guesswhay,UCuhIyEV7pfxTWEHjMgFj44Q,Woke means to be aware of injustice you dumbfuck,en,2025-11-20T21:09:16Z,2025-11-20 16:09:16,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugw_-pbty2aKLoTqHU54AaABAg.AMjMxy2Cqh3AMkMHykhWSA,Ugw_-pbty2aKLoTqHU54AaABAg,@Youpetoupe,UCbqkZr7SoIKXjm7rqrtkG-Q,dont it was horrible bad.,en,2025-09-06T23:16:51Z,2025-09-06 19:16:51,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugw0arF-k3sb0mK6WcN4AaABAg.AMbruPLal8CAMkMLaJcuji,Ugw0arF-k3sb0mK6WcN4AaABAg,@Youpetoupe,UCbqkZr7SoIKXjm7rqrtkG-Q,why are you lying stop lying season 2 was pathetic and very bad.,en,2025-09-06T23:17:21Z,2025-09-06 19:17:21,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugw0arF-k3sb0mK6WcN4AaABAg.AMbruPLal8CAMlIPLEcekb,Ugw0arF-k3sb0mK6WcN4AaABAg,@tifotaa,UCMWz2sGJavZcCNgyr0qWGng,​@Youpetoupehell no man it was awesome and I loved it first 4 episode was awesome and then comes the fifth where they changed role awesome in my opinion jenna did an awesome and then comes the last 3 which I belive it was good bit weaker,en,2025-09-07T08:02:09Z,2025-09-07 04:02:09,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugy2JZBHhuKJQ_eho9B4AaABAg.AMV6XnpvXkeAMXH9yLN1fD,Ugy2JZBHhuKJQ_eho9B4AaABAg,@Myfairytales000,UCsoQaoGs1wNcq5cL7AfeAQg,Season 1 was good as compare to season 2,NA,2025-09-01T12:02:42Z,2025-09-01 08:02:42,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyMy5l4QEad0dbKAe54AaABAg.AMRXacXW66mAMRXeDyvpD-,UgyMy5l4QEad0dbKAe54AaABAg,@Pranvi21,UCcjCOoCVkBbpfS7oyQS02VQ,Thank you,en,2025-08-30T06:31:20Z,2025-08-30 02:31:20,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyqjB8DpJ8KChvadKd4AaABAg.ALvfyCcR6kEALwOs5nISod,UgyqjB8DpJ8KChvadKd4AaABAg,@Feli.draw.stuffs,UC5_AN1nv84NStl6rYfHgE0Q,ITS THE BOMB,NA,2025-08-17T18:58:53Z,2025-08-17 14:58:53,3
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugwp1qmzA_O0cbAHrHl4AaABAg.ALttZFNDdISALwOwHLmNYU,Ugwp1qmzA_O0cbAHrHl4AaABAg,@Feli.draw.stuffs,UC5_AN1nv84NStl6rYfHgE0Q,FR,be,2025-08-17T18:59:28Z,2025-08-17 14:59:28,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyZAhqy33eYXu-34y54AaABAg.ALox_4NDZHfALwP1zez5Um,UgyZAhqy33eYXu-34y54AaABAg,@Feli.draw.stuffs,UC5_AN1nv84NStl6rYfHgE0Q,WHO,NA,2025-08-17T19:00:22Z,2025-08-17 15:00:22,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzNLIEV-fq5ZHSte-d4AaABAg.ALk6TwkH2t-ALnKP6tkM_4,UgzNLIEV-fq5ZHSte-d4AaABAg,@KevinOrtega-bm9ue,UChRwrOdfBVh8eGDqgqsbaJQ,I feel like they copied Harry Potter in some way,en,2025-08-14T06:26:40Z,2025-08-14 02:26:40,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugym0PuofQt0n3H_Zkh4AaABAg.ALk4mLgPx7rALkcXesejQF,Ugym0PuofQt0n3H_Zkh4AaABAg,@AidenTate-y7u,UC-Dxe71hKhsXk6HubvzqyfA,Ur weren’t this blew up in like 3 minutes,en,2025-08-13T05:16:09Z,2025-08-13 01:16:09,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzD_OL26yuc4fc1nPV4AaABAg.ALhebECeF9HALhmc6Sb-TR,UgzD_OL26yuc4fc1nPV4AaABAg,@E-1TheLad,UC3O4MOQeTcEaq8lkfaYLLGw,"its called ""fictional""",en,2025-08-12T02:46:33Z,2025-08-11 22:46:33,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzymwsNSgmeTW3XlWh4AaABAg.ALgm5DrFEKWALgqh14ZAIQ,UgzymwsNSgmeTW3XlWh4AaABAg,@chainuu998,UCuX-RWR6TxESX717ba3NaIQ,yes me too!! i feel like the music teacher HAS to be related to thornhill,en,2025-08-11T18:02:56Z,2025-08-11 14:02:56,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyPDaKKIJSso9k4Bsp4AaABAg.ALgeC7KuSoFALiMq2u6TRE,UgyPDaKKIJSso9k4Bsp4AaABAg,@napurplelady5341,UCMWX-64LYvkZBTPGRVMlRcA,"I think i know why , one of the scene ( upcoming episodes release in part 2 ) will have a ball with theme Phantom of the Opera (minute 1:02) ..The grandmama also riding on the boat like in a Phantom of Opera..The antagonist must have want Wednesday to hunt him/her in a ball im guessing in another 4 remaining episodes ..",en,2025-08-12T08:11:46Z,2025-08-12 04:11:46,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgwwLQPcRAAHxKfkhiZ4AaABAg.ALgRGGKaH12ALgqm8XRhWy,UgwwLQPcRAAHxKfkhiZ4AaABAg,@chainuu998,UCuX-RWR6TxESX717ba3NaIQ,im pretty sure his actor got into controversy so they let him off the show,en,2025-08-11T18:03:38Z,2025-08-11 14:03:38,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyvN_R1YgiY3xOiR4J4AaABAg.ALdyf8oa6SjALdyhQSna42,UgyvN_R1YgiY3xOiR4J4AaABAg,@Kuchenjäger,UC4h5hwgOdpLe3Raq4Nm8Y8Q,And dorks,NA,2025-08-10T15:15:10Z,2025-08-10 11:15:10,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyFGj4GPnmWbgN1rnt4AaABAg.ALdUy1FeQbaALdwPdUHWsn,UgyFGj4GPnmWbgN1rnt4AaABAg,@AhmadNadzri-u1m,UCNF6QRte1ECcPFZwp6A6Nng,"Ini movie 18+, yang kau kasi anak lo tngk untuk apa asuu",id,2025-08-10T14:55:08Z,2025-08-10 10:55:08,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgwlQnBWCZ2HnOWotRx4AaABAg.ALd3tbn0wXjALejxS1tB3m,UgwlQnBWCZ2HnOWotRx4AaABAg,@AmberJan.,UChQvn69mLW1p65iylhV0bQw,"He was a really interesting character, where is he??",en,2025-08-10T22:25:32Z,2025-08-10 18:25:32,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzPjGOb8AfReQru_894AaABAg.ALbkVI0Y64jALgC-XLZyu2,UgzPjGOb8AfReQru_894AaABAg,@angiescarbrough-bays8513,UCBG5OikXcb2WB03Eb3a4exQ,Agreed. It sucks that they wrote him off. The new cancel culture.,en,2025-08-11T11:58:36Z,2025-08-11 07:58:36,14
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzPjGOb8AfReQru_894AaABAg.ALbkVI0Y64jALjP72uCrXZ,UgzPjGOb8AfReQru_894AaABAg,@itzzyammy5964,UCCYWN4AgFec2xhUUXDf5MvQ,Man I never like it when they just make a new season without one of the main old cast member same for alice in the boderland,en,2025-08-12T17:50:56Z,2025-08-12 13:50:56,12
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzPjGOb8AfReQru_894AaABAg.ALbkVI0Y64jALl259sJY0D,UgzPjGOb8AfReQru_894AaABAg,@AzizaUsarõva-q7r,UCdMRKiKRZguOVRj7d-a8otQ,"​@itzzyammy5964yes, I miss him so much😢",ru-Latn,2025-08-13T09:08:11Z,2025-08-13 05:08:11,4
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzPjGOb8AfReQru_894AaABAg.ALbkVI0Y64jALlWX3xyQcK,UgzPjGOb8AfReQru_894AaABAg,@thistruthhertz,UCEQUUNnzMrkLKkWAa-Eha9Q,@angiescarbrough-bays8513What a weird and telling statement,en,2025-08-13T13:34:08Z,2025-08-13 09:34:08,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzPjGOb8AfReQru_894AaABAg.ALbkVI0Y64jALlv8Vn6y6s,UgzPjGOb8AfReQru_894AaABAg,@nightwintertooth9502,UCs9Lioxclf1TgCmfl1gAatA,Nobody talking about Doomy cow spots and subtle Beetleguise references as well.   They did a really good job on this series.,en,2025-08-13T17:17:59Z,2025-08-13 13:17:59,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgxlFRW7uEolGWbxdRN4AaABAg.ALbcAjh8RRDALcNgSmEZaC,UgxlFRW7uEolGWbxdRN4AaABAg,@crapreact5989,UCgJnVK6YLcC38uv4Ct4r-Rg,No but the show is better way better without him so,en,2025-08-10T00:23:45Z,2025-08-09 20:23:45,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgxlFRW7uEolGWbxdRN4AaABAg.ALbcAjh8RRDALdNdUVWDCJ,UgxlFRW7uEolGWbxdRN4AaABAg,@alisachocersok3692,UCYuvVS0fdxz5-GC8Ntbt5rw,"Trust me, you're not alone. Xavier was one of the biggest revelations and draws for me. The stupid wenclaire shipper brigade who waged a baseless cancelling campaign against Percy Hunes White, a talented young actor, made the showrunners sacrifice him. I am not watching Wednesday without Xavier.",en,2025-08-10T09:42:35Z,2025-08-10 05:42:35,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugy28nE8HEvQIIdkjnl4AaABAg.ALas4NaZvhTALeLFTTWMiB,Ugy28nE8HEvQIIdkjnl4AaABAg,@flamingopink27,UC0bWYw18imEQu474VzaObVg,true 😂,sv,2025-08-10T18:40:56Z,2025-08-10 14:40:56,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzOE7Rec_ym4YLZkMx4AaABAg.ALadhjsyDSpAMdHJflj_8m,UgzOE7Rec_ym4YLZkMx4AaABAg,@Jack-2017,UCZ-h2sIKTk4yGREEyxqWJoQ,My daughter was upset when she found out Percy Hynes White wasn’t coming back.,en,2025-09-04T05:18:43Z,2025-09-04 01:18:43,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgzOE7Rec_ym4YLZkMx4AaABAg.ALadhjsyDSpAN-XQCP8h-I,UgzOE7Rec_ym4YLZkMx4AaABAg,@similar6250,UCuORNP34doKV3uQh_FColuw,He's not coming back,en,2025-09-13T06:01:56Z,2025-09-13 02:01:56,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugzaht2SRJp0qTfeQQF4AaABAg.AL_4LXqUxAAAL_5Y2L-9s0,Ugzaht2SRJp0qTfeQQF4AaABAg,@Elti979,UC101KvFDMb9c3U28WXUZoSQ,dissapointed hes not here,en,2025-08-08T17:47:27Z,2025-08-08 13:47:27,4
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugzaht2SRJp0qTfeQQF4AaABAg.AL_4LXqUxAAALb9fQvpwZO,Ugzaht2SRJp0qTfeQQF4AaABAg,@HeIIo_theree,UCTJHD7v7_l-K1glRhdmrCPQ,"The actor was accused of SA by many girls, he is probably not coming back to the show.",en,2025-08-09T13:02:02Z,2025-08-09 09:02:02,2
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugzaht2SRJp0qTfeQQF4AaABAg.AL_4LXqUxAAALdULMa6NS7,Ugzaht2SRJp0qTfeQQF4AaABAg,@alisachocersok3692,UCYuvVS0fdxz5-GC8Ntbt5rw,"​@HeIIo_thereeThere are literally 0 actual allegations or accusations, 0 victims. A couple of anonymous twits that had no follow-up don't count as one. This is typical social media slander based on jack squat. Just another social media cancel war waged against an actor by Wednesday show's toxic fans that are mostly fictional couple shippers and misguided virtue signallers",en,2025-08-10T10:41:09Z,2025-08-10 06:41:09,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,Ugx9h8IX16BXBFHJ4Fp4AaABAg.ALZjebucgoXALdUSatsKtj,Ugx9h8IX16BXBFHJ4Fp4AaABAg,@alisachocersok3692,UCYuvVS0fdxz5-GC8Ntbt5rw,"Ditto. No Percy, 0 interest",NA,2025-08-10T10:42:08Z,2025-08-10 06:42:08,2
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyuYStq01NpHEGB-_54AaABAg.ALZDrwiey9VALZTL7NMGZf,UgyuYStq01NpHEGB-_54AaABAg,@erbek112,UCBd-9friVVtoWg3frN4T9cw,"I think 


















She is Marilyn Thornhill daughter!!",en,2025-08-08T11:56:10Z,2025-08-08 07:56:10,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyD9BmQX_XEPJTHzv14AaABAg.ALZC3NybVXmALZTNEgwXcf,UgyD9BmQX_XEPJTHzv14AaABAg,@erbek112,UCBd-9friVVtoWg3frN4T9cw,In 3 years again😂,NA,2025-08-08T11:56:27Z,2025-08-08 07:56:27,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyD9BmQX_XEPJTHzv14AaABAg.ALZC3NybVXmAL_TVSswfhn,UgyD9BmQX_XEPJTHzv14AaABAg,@abdulmueez5200,UCigIw1INKQVsCAlv_Wkbwdg,in september other episodes,NA,2025-08-08T21:16:49Z,2025-08-08 17:16:49,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgyD9BmQX_XEPJTHzv14AaABAg.ALZC3NybVXmAMHlwCnGbr_,UgyD9BmQX_XEPJTHzv14AaABAg,@Commacrafteenglish,UCIEqMJZ2u9f0nCZYFwh9HZw,​@abdulmueez5200I heared tat there going to come more 2 seasons,en,2025-08-26T11:32:27Z,2025-08-26 07:32:27,0
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgwhlQmXrvcjUOeLki14AaABAg.ALYqblYiACfALZTR59XL-H,UgwhlQmXrvcjUOeLki14AaABAg,@erbek112,UCBd-9friVVtoWg3frN4T9cw,That's impossible,en,2025-08-08T11:56:59Z,2025-08-08 07:56:59,1
03u4xyj0TH4,Wednesday: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-09T12:58:06Z,UgwhlQmXrvcjUOeLki14AaABAg.ALYqblYiACfALb9mS8q3vT,UgwhlQmXrvcjUOeLki14AaABAg,@HeIIo_theree,UCTJHD7v7_l-K1glRhdmrCPQ,"No, he was accused of SA by many girls, def not coming back.",en,2025-08-09T13:03:00Z,2025-08-09 09:03:00,0
